sample_accession	axis	program_type	spatial_program	spot_spearman	n_spots
GSM6086619	F2	EXTENDED	myeloid_dendritic	0.2644387995530275	447
GSM6086619	F2	EXTENDED	T_NK_cytotoxic	0.11416190079125672	447
GSM6086619	F2	EXTENDED	B_plasma	0.07522646385132918	447
GSM6086619	F6	CORE	keratinocyte_basal	0.32481137949015737	447
GSM6086619	F6	CORE	keratinocyte_spinous_suprabasal	0.28823494199413696	447
GSM6086619	F6	CORE	keratinocyte_inflammatory_T17	0.23955833400412402	447
GSM6086619	F6	CORE	keratinocyte_stress_hypoxia	0.3606301220999499	447
GSM6086619	F6	CORE	fibroblast_matrix	0.1846404772908453	447
GSM6086619	F6	CORE	fibroblast_inflammatory	0.290675481990159	447
GSM6086619	F6	CORE	endothelial_vascular	0.2427951233253648	447
GSM6086619	F6	CORE	myeloid_dendritic	0.23266032943829898	447
GSM6086619	F6	CORE	T_NK_cytotoxic	0.1547902496827537	447
GSM6086619	F6	CORE	B_plasma	0.07635274586966201	447
GSM6086619	F6	EXTENDED	keratinocyte_basal	0.3531104552789956	447
GSM6086619	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.3655483996793911	447
GSM6086619	F6	EXTENDED	keratinocyte_inflammatory_T17	0.26362308165982995	447
GSM6086619	F6	EXTENDED	keratinocyte_stress_hypoxia	0.36703584080107443	447
GSM6086619	F6	EXTENDED	fibroblast_matrix	0.2396139431891372	447
GSM6086619	F6	EXTENDED	fibroblast_inflammatory	0.3704165530033802	447
GSM6086619	F6	EXTENDED	endothelial_vascular	0.30368446119168857	447
GSM6086619	F6	EXTENDED	myeloid_dendritic	0.26662567896188716	447
GSM6086619	F6	EXTENDED	T_NK_cytotoxic	0.13073983401359526	447
GSM6086619	F6	EXTENDED	B_plasma	0.0697221446536242	447
GSM6086619	F7	CORE	keratinocyte_basal	0.36193043778450856	447
GSM6086619	F7	CORE	keratinocyte_spinous_suprabasal	0.3408959137849608	447
GSM6086619	F7	CORE	keratinocyte_inflammatory_T17	0.24120427604639155	447
GSM6086619	F7	CORE	keratinocyte_stress_hypoxia	0.3579297536916888	447
GSM6086619	F7	CORE	fibroblast_matrix	0.20346810567706608	447
GSM6086619	F7	CORE	fibroblast_inflammatory	0.3534426135174203	447
GSM6086619	F7	CORE	endothelial_vascular	0.3164736991867815	447
GSM6086619	F7	CORE	myeloid_dendritic	0.2431321982796763	447
GSM6086619	F7	CORE	T_NK_cytotoxic	0.14193621435526088	447
GSM6086619	F7	CORE	B_plasma	0.06788729664632145	447
GSM6086619	F7	EXTENDED	keratinocyte_basal	0.3568148848196731	447
GSM6086619	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.3516620663052567	447
GSM6086619	F7	EXTENDED	keratinocyte_inflammatory_T17	0.25330569079151705	447
GSM6086619	F7	EXTENDED	keratinocyte_stress_hypoxia	0.3607385604150766	447
GSM6086619	F7	EXTENDED	fibroblast_matrix	0.2111664777300892	447
GSM6086619	F7	EXTENDED	fibroblast_inflammatory	0.35987713527622933	447
GSM6086619	F7	EXTENDED	endothelial_vascular	0.3211931648484424	447
GSM6086619	F7	EXTENDED	myeloid_dendritic	0.24964317487750406	447
GSM6086619	F7	EXTENDED	T_NK_cytotoxic	0.13761471055978486	447
GSM6086619	F7	EXTENDED	B_plasma	0.06935512542814332	447
GSM6086620	F1	CORE	keratinocyte_basal	0.5732031808881131	230
GSM6086620	F1	CORE	keratinocyte_spinous_suprabasal	0.4926005833923054	230
GSM6086620	F1	CORE	keratinocyte_inflammatory_T17	0.413542295942144	230
GSM6086620	F1	CORE	keratinocyte_stress_hypoxia	0.6118499471960116	230
GSM6086620	F1	CORE	fibroblast_matrix	-0.35968283567368114	230
GSM6086620	F1	CORE	fibroblast_inflammatory	0.4331885362339605	230
GSM6086620	F1	CORE	endothelial_vascular	0.2832221305107109	230
GSM6086620	F1	CORE	myeloid_dendritic	0.3738862577356567	230
GSM6086620	F1	CORE	T_NK_cytotoxic	0.18968317383635092	230
GSM6086620	F1	CORE	B_plasma	0.1395792582393869	230
GSM6086620	F1	EXTENDED	keratinocyte_basal	0.57806101886163	230
GSM6086620	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.47937932581942444	230
GSM6086620	F1	EXTENDED	keratinocyte_inflammatory_T17	0.4072458014740148	230
GSM6086620	F1	EXTENDED	keratinocyte_stress_hypoxia	0.6406570194675599	230
GSM6086620	F1	EXTENDED	fibroblast_matrix	-0.34268930423335203	230
GSM6086620	F1	EXTENDED	fibroblast_inflammatory	0.44809691461154105	230
GSM6086620	F1	EXTENDED	endothelial_vascular	0.31600592086205054	230
GSM6086620	F1	EXTENDED	myeloid_dendritic	0.4113641139311995	230
GSM6086620	F1	EXTENDED	T_NK_cytotoxic	0.21585627155076248	230
GSM6086620	F1	EXTENDED	B_plasma	0.15750259271573086	230
GSM6086620	F2	CORE	keratinocyte_basal	0.5452427477845019	230
GSM6086620	F2	CORE	keratinocyte_spinous_suprabasal	0.43463811677215886	230
GSM6086620	F2	CORE	keratinocyte_inflammatory_T17	0.32766083356552306	230
GSM6086620	F2	CORE	keratinocyte_stress_hypoxia	0.6154387515667176	230
GSM6086620	F2	CORE	fibroblast_matrix	-0.2702284081623609	230
GSM6086620	F2	CORE	fibroblast_inflammatory	0.45975235539933884	230
GSM6086620	F2	CORE	endothelial_vascular	0.3706947300890891	230
GSM6086620	F2	CORE	myeloid_dendritic	0.4188650799963041	230
GSM6086620	F2	CORE	T_NK_cytotoxic	0.24043705647204333	230
GSM6086620	F2	CORE	B_plasma	0.188587198342357	230
GSM6086620	F2	EXTENDED	keratinocyte_basal	0.5774539124103204	230
GSM6086620	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.4097233694727524	230
GSM6086620	F2	EXTENDED	keratinocyte_inflammatory_T17	0.3029334819348109	230
GSM6086620	F2	EXTENDED	keratinocyte_stress_hypoxia	0.6301215186548043	230
GSM6086620	F2	EXTENDED	fibroblast_matrix	-0.2543824943975417	230
GSM6086620	F2	EXTENDED	fibroblast_inflammatory	0.48890248549896675	230
GSM6086620	F2	EXTENDED	endothelial_vascular	0.3663135110206291	230
GSM6086620	F2	EXTENDED	myeloid_dendritic	0.42943893894883955	230
GSM6086620	F2	EXTENDED	T_NK_cytotoxic	0.24407414252411247	230
GSM6086620	F2	EXTENDED	B_plasma	0.1853966717411327	230
GSM6086620	F6	CORE	keratinocyte_basal	0.5181853300442927	230
GSM6086620	F6	CORE	keratinocyte_spinous_suprabasal	0.5025848273617401	230
GSM6086620	F6	CORE	keratinocyte_inflammatory_T17	0.4117127224398916	230
GSM6086620	F6	CORE	keratinocyte_stress_hypoxia	0.6390009612148645	230
GSM6086620	F6	CORE	fibroblast_matrix	-0.3327656704953793	230
GSM6086620	F6	CORE	fibroblast_inflammatory	0.41994121104167115	230
GSM6086620	F6	CORE	endothelial_vascular	0.35520006982584224	230
GSM6086620	F6	CORE	myeloid_dendritic	0.3653635116268733	230
GSM6086620	F6	CORE	T_NK_cytotoxic	0.24514293535520293	230
GSM6086620	F6	CORE	B_plasma	0.16941472943552496	230
GSM6086620	F6	EXTENDED	keratinocyte_basal	0.5837755131356545	230
GSM6086620	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.46985173550580805	230
GSM6086620	F6	EXTENDED	keratinocyte_inflammatory_T17	0.3745906267645398	230
GSM6086620	F6	EXTENDED	keratinocyte_stress_hypoxia	0.6375259707563827	230
GSM6086620	F6	EXTENDED	fibroblast_matrix	-0.32132850484026454	230
GSM6086620	F6	EXTENDED	fibroblast_inflammatory	0.4605994223526105	230
GSM6086620	F6	EXTENDED	endothelial_vascular	0.32552403855328493	230
GSM6086620	F6	EXTENDED	myeloid_dendritic	0.4043449058275546	230
GSM6086620	F6	EXTENDED	T_NK_cytotoxic	0.23266691808807735	230
GSM6086620	F6	EXTENDED	B_plasma	0.1776743691669534	230
GSM6086620	F7	CORE	keratinocyte_basal	0.6114577918618986	230
GSM6086620	F7	CORE	keratinocyte_spinous_suprabasal	0.368436158487421	230
GSM6086620	F7	CORE	keratinocyte_inflammatory_T17	0.2730774067398331	230
GSM6086620	F7	CORE	keratinocyte_stress_hypoxia	0.6280895921438957	230
GSM6086620	F7	CORE	fibroblast_matrix	-0.2802483351218157	230
GSM6086620	F7	CORE	fibroblast_inflammatory	0.41174320684775945	230
GSM6086620	F7	CORE	endothelial_vascular	0.286314819057071	230
GSM6086620	F7	CORE	myeloid_dendritic	0.3892259059732278	230
GSM6086620	F7	CORE	T_NK_cytotoxic	0.23926239949350422	230
GSM6086620	F7	CORE	B_plasma	0.16270569121501527	230
GSM6086620	F7	EXTENDED	keratinocyte_basal	0.5856668642654451	230
GSM6086620	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.4305509186086364	230
GSM6086620	F7	EXTENDED	keratinocyte_inflammatory_T17	0.34500578214267213	230
GSM6086620	F7	EXTENDED	keratinocyte_stress_hypoxia	0.6403070906967201	230
GSM6086620	F7	EXTENDED	fibroblast_matrix	-0.311188087901109	230
GSM6086620	F7	EXTENDED	fibroblast_inflammatory	0.42946344653176244	230
GSM6086620	F7	EXTENDED	endothelial_vascular	0.30493123246492093	230
GSM6086620	F7	EXTENDED	myeloid_dendritic	0.3953587441656984	230
GSM6086620	F7	EXTENDED	T_NK_cytotoxic	0.2409083694572596	230
GSM6086620	F7	EXTENDED	B_plasma	0.17104209339747925	230
GSM6086621	F1	CORE	keratinocyte_basal	0.5142067503870376	1183
GSM6086621	F1	CORE	keratinocyte_spinous_suprabasal	0.39603327950872497	1183
GSM6086621	F1	CORE	keratinocyte_inflammatory_T17	0.3361030301303597	1183
GSM6086621	F1	CORE	keratinocyte_stress_hypoxia	0.5696313378266591	1183
GSM6086621	F1	CORE	fibroblast_matrix	-0.31257664521205564	1183
GSM6086621	F1	CORE	fibroblast_inflammatory	0.25222700286226657	1183
GSM6086621	F1	CORE	endothelial_vascular	0.38900874524765056	1183
GSM6086621	F1	CORE	myeloid_dendritic	0.5116114461694904	1183
GSM6086621	F1	CORE	T_NK_cytotoxic	0.4381390405854172	1183
GSM6086621	F1	CORE	B_plasma	0.17753333977990365	1183
GSM6086621	F1	EXTENDED	keratinocyte_basal	0.5224274642381764	1183
GSM6086621	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.4037665927957841	1183
GSM6086621	F1	EXTENDED	keratinocyte_inflammatory_T17	0.3412380091093333	1183
GSM6086621	F1	EXTENDED	keratinocyte_stress_hypoxia	0.5880126726475225	1183
GSM6086621	F1	EXTENDED	fibroblast_matrix	-0.24769572030034534	1183
GSM6086621	F1	EXTENDED	fibroblast_inflammatory	0.28028456459047474	1183
GSM6086621	F1	EXTENDED	endothelial_vascular	0.39706081873954563	1183
GSM6086621	F1	EXTENDED	myeloid_dendritic	0.514329793555529	1183
GSM6086621	F1	EXTENDED	T_NK_cytotoxic	0.44759896171350716	1183
GSM6086621	F1	EXTENDED	B_plasma	0.18495727014682783	1183
GSM6086621	F2	CORE	keratinocyte_basal	0.49842133921296033	1183
GSM6086621	F2	CORE	keratinocyte_spinous_suprabasal	0.39314042186225195	1183
GSM6086621	F2	CORE	keratinocyte_inflammatory_T17	0.3194057282353847	1183
GSM6086621	F2	CORE	keratinocyte_stress_hypoxia	0.5833212115012383	1183
GSM6086621	F2	CORE	fibroblast_matrix	-0.19710765240104472	1183
GSM6086621	F2	CORE	fibroblast_inflammatory	0.28778289729987316	1183
GSM6086621	F2	CORE	endothelial_vascular	0.4136256803737699	1183
GSM6086621	F2	CORE	myeloid_dendritic	0.51299563634247	1183
GSM6086621	F2	CORE	T_NK_cytotoxic	0.4498597587230923	1183
GSM6086621	F2	CORE	B_plasma	0.19394846240411256	1183
GSM6086621	F2	EXTENDED	keratinocyte_basal	0.4987283311274391	1183
GSM6086621	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.38150196125684904	1183
GSM6086621	F2	EXTENDED	keratinocyte_inflammatory_T17	0.30825704471508564	1183
GSM6086621	F2	EXTENDED	keratinocyte_stress_hypoxia	0.5821447087749755	1183
GSM6086621	F2	EXTENDED	fibroblast_matrix	-0.17215158191726992	1183
GSM6086621	F2	EXTENDED	fibroblast_inflammatory	0.3030271253025652	1183
GSM6086621	F2	EXTENDED	endothelial_vascular	0.4232213492717607	1183
GSM6086621	F2	EXTENDED	myeloid_dendritic	0.5143699974084907	1183
GSM6086621	F2	EXTENDED	T_NK_cytotoxic	0.4482945078549773	1183
GSM6086621	F2	EXTENDED	B_plasma	0.19188777725869177	1183
GSM6086621	F6	CORE	keratinocyte_basal	0.5220568304526682	1183
GSM6086621	F6	CORE	keratinocyte_spinous_suprabasal	0.4039092065408498	1183
GSM6086621	F6	CORE	keratinocyte_inflammatory_T17	0.3591009415601412	1183
GSM6086621	F6	CORE	keratinocyte_stress_hypoxia	0.5806340418203038	1183
GSM6086621	F6	CORE	fibroblast_matrix	-0.3147968133234052	1183
GSM6086621	F6	CORE	fibroblast_inflammatory	0.25223437191810577	1183
GSM6086621	F6	CORE	endothelial_vascular	0.36019733988115	1183
GSM6086621	F6	CORE	myeloid_dendritic	0.5215464224929522	1183
GSM6086621	F6	CORE	T_NK_cytotoxic	0.4431422598101826	1183
GSM6086621	F6	CORE	B_plasma	0.17298755955178108	1183
GSM6086621	F6	EXTENDED	keratinocyte_basal	0.5383836909751999	1183
GSM6086621	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.4184161157706165	1183
GSM6086621	F6	EXTENDED	keratinocyte_inflammatory_T17	0.37847679408888213	1183
GSM6086621	F6	EXTENDED	keratinocyte_stress_hypoxia	0.5897861967002536	1183
GSM6086621	F6	EXTENDED	fibroblast_matrix	-0.2961339193680469	1183
GSM6086621	F6	EXTENDED	fibroblast_inflammatory	0.28730895735807116	1183
GSM6086621	F6	EXTENDED	endothelial_vascular	0.39521947639550375	1183
GSM6086621	F6	EXTENDED	myeloid_dendritic	0.5225536358446934	1183
GSM6086621	F6	EXTENDED	T_NK_cytotoxic	0.4547319140874183	1183
GSM6086621	F6	EXTENDED	B_plasma	0.18480176809185256	1183
GSM6086621	F7	CORE	keratinocyte_basal	0.5497375740293194	1183
GSM6086621	F7	CORE	keratinocyte_spinous_suprabasal	0.37207014510775926	1183
GSM6086621	F7	CORE	keratinocyte_inflammatory_T17	0.37397169847559814	1183
GSM6086621	F7	CORE	keratinocyte_stress_hypoxia	0.5622438546454085	1183
GSM6086621	F7	CORE	fibroblast_matrix	-0.3250420483470672	1183
GSM6086621	F7	CORE	fibroblast_inflammatory	0.2843422320742054	1183
GSM6086621	F7	CORE	endothelial_vascular	0.41829235388037456	1183
GSM6086621	F7	CORE	myeloid_dendritic	0.5209095771243742	1183
GSM6086621	F7	CORE	T_NK_cytotoxic	0.45669014886399645	1183
GSM6086621	F7	CORE	B_plasma	0.19507588183003488	1183
GSM6086621	F7	EXTENDED	keratinocyte_basal	0.552459521935209	1183
GSM6086621	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.39622000536059265	1183
GSM6086621	F7	EXTENDED	keratinocyte_inflammatory_T17	0.3890673715258294	1183
GSM6086621	F7	EXTENDED	keratinocyte_stress_hypoxia	0.577994004191168	1183
GSM6086621	F7	EXTENDED	fibroblast_matrix	-0.32287822409628303	1183
GSM6086621	F7	EXTENDED	fibroblast_inflammatory	0.27635465678538396	1183
GSM6086621	F7	EXTENDED	endothelial_vascular	0.4133164770015337	1183
GSM6086621	F7	EXTENDED	myeloid_dendritic	0.5189182798689242	1183
GSM6086621	F7	EXTENDED	T_NK_cytotoxic	0.4605313765403911	1183
GSM6086621	F7	EXTENDED	B_plasma	0.19330117775681044	1183
GSM6086622	F1	CORE	keratinocyte_basal	0.3816530947371231	662
GSM6086622	F1	CORE	keratinocyte_spinous_suprabasal	0.3479698921426731	662
GSM6086622	F1	CORE	keratinocyte_inflammatory_T17	0.319680882608313	662
GSM6086622	F1	CORE	keratinocyte_stress_hypoxia	0.43022664192520543	662
GSM6086622	F1	CORE	fibroblast_matrix	-0.08713397940905987	662
GSM6086622	F1	CORE	fibroblast_inflammatory	0.30686573050909594	662
GSM6086622	F1	CORE	endothelial_vascular	0.37003102118881587	662
GSM6086622	F1	CORE	myeloid_dendritic	0.2594024351900852	662
GSM6086622	F1	CORE	T_NK_cytotoxic	0.15341020571402747	662
GSM6086622	F1	CORE	B_plasma	0.1367699117599855	662
GSM6086622	F1	EXTENDED	keratinocyte_basal	0.4187638709969818	662
GSM6086622	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.3659306599902422	662
GSM6086622	F1	EXTENDED	keratinocyte_inflammatory_T17	0.3239778175777251	662
GSM6086622	F1	EXTENDED	keratinocyte_stress_hypoxia	0.4423786266771645	662
GSM6086622	F1	EXTENDED	fibroblast_matrix	0.034428308110679894	662
GSM6086622	F1	EXTENDED	fibroblast_inflammatory	0.3304614785884186	662
GSM6086622	F1	EXTENDED	endothelial_vascular	0.3827176354500045	662
GSM6086622	F1	EXTENDED	myeloid_dendritic	0.28029196840876497	662
GSM6086622	F1	EXTENDED	T_NK_cytotoxic	0.15614901269492754	662
GSM6086622	F1	EXTENDED	B_plasma	0.14764531659340743	662
GSM6086622	F2	CORE	keratinocyte_basal	0.42681246119714994	662
GSM6086622	F2	CORE	keratinocyte_spinous_suprabasal	0.3866656199037536	662
GSM6086622	F2	CORE	keratinocyte_inflammatory_T17	0.3353881436241801	662
GSM6086622	F2	CORE	keratinocyte_stress_hypoxia	0.4712434981356255	662
GSM6086622	F2	CORE	fibroblast_matrix	0.1299509267623464	662
GSM6086622	F2	CORE	fibroblast_inflammatory	0.3231092022040979	662
GSM6086622	F2	CORE	endothelial_vascular	0.3665951463824922	662
GSM6086622	F2	CORE	myeloid_dendritic	0.31646087004615003	662
GSM6086622	F2	CORE	T_NK_cytotoxic	0.16626919818168112	662
GSM6086622	F2	CORE	B_plasma	0.14937271493859836	662
GSM6086622	F2	EXTENDED	keratinocyte_basal	0.4253790320810742	662
GSM6086622	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.3692918940485933	662
GSM6086622	F2	EXTENDED	keratinocyte_inflammatory_T17	0.3321673785104974	662
GSM6086622	F2	EXTENDED	keratinocyte_stress_hypoxia	0.47128708212631376	662
GSM6086622	F2	EXTENDED	fibroblast_matrix	0.10661928961059358	662
GSM6086622	F2	EXTENDED	fibroblast_inflammatory	0.3356608419257535	662
GSM6086622	F2	EXTENDED	endothelial_vascular	0.37786318130601154	662
GSM6086622	F2	EXTENDED	myeloid_dendritic	0.29418206414836134	662
GSM6086622	F2	EXTENDED	T_NK_cytotoxic	0.17028192661135888	662
GSM6086622	F2	EXTENDED	B_plasma	0.14693603911388284	662
GSM6086622	F6	CORE	keratinocyte_basal	0.416374473462285	662
GSM6086622	F6	CORE	keratinocyte_spinous_suprabasal	0.3620641673872657	662
GSM6086622	F6	CORE	keratinocyte_inflammatory_T17	0.3261512884447328	662
GSM6086622	F6	CORE	keratinocyte_stress_hypoxia	0.4693393991002807	662
GSM6086622	F6	CORE	fibroblast_matrix	-0.0201083356671212	662
GSM6086622	F6	CORE	fibroblast_inflammatory	0.31397088011249985	662
GSM6086622	F6	CORE	endothelial_vascular	0.3568356926689708	662
GSM6086622	F6	CORE	myeloid_dendritic	0.2922384938905241	662
GSM6086622	F6	CORE	T_NK_cytotoxic	0.14960845657087304	662
GSM6086622	F6	CORE	B_plasma	0.1459978147315781	662
GSM6086622	F6	EXTENDED	keratinocyte_basal	0.4410820984884472	662
GSM6086622	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.38996500798124545	662
GSM6086622	F6	EXTENDED	keratinocyte_inflammatory_T17	0.313166802806939	662
GSM6086622	F6	EXTENDED	keratinocyte_stress_hypoxia	0.47253732826569445	662
GSM6086622	F6	EXTENDED	fibroblast_matrix	-0.001979229684649566	662
GSM6086622	F6	EXTENDED	fibroblast_inflammatory	0.35222866633736627	662
GSM6086622	F6	EXTENDED	endothelial_vascular	0.3783665450184338	662
GSM6086622	F6	EXTENDED	myeloid_dendritic	0.30724448864247916	662
GSM6086622	F6	EXTENDED	T_NK_cytotoxic	0.15944612264792665	662
GSM6086622	F6	EXTENDED	B_plasma	0.13793981880837033	662
GSM6086622	F7	CORE	keratinocyte_basal	0.4455375037011702	662
GSM6086622	F7	CORE	keratinocyte_spinous_suprabasal	0.38546768010330595	662
GSM6086622	F7	CORE	keratinocyte_inflammatory_T17	0.31800383674664734	662
GSM6086622	F7	CORE	keratinocyte_stress_hypoxia	0.445211008289396	662
GSM6086622	F7	CORE	fibroblast_matrix	0.0006020433887161444	662
GSM6086622	F7	CORE	fibroblast_inflammatory	0.3551168187765019	662
GSM6086622	F7	CORE	endothelial_vascular	0.3871581064142239	662
GSM6086622	F7	CORE	myeloid_dendritic	0.29129761250471514	662
GSM6086622	F7	CORE	T_NK_cytotoxic	0.16285456847141166	662
GSM6086622	F7	CORE	B_plasma	0.14883062776768596	662
GSM6086622	F7	EXTENDED	keratinocyte_basal	0.44946216196918565	662
GSM6086622	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.3903161847731253	662
GSM6086622	F7	EXTENDED	keratinocyte_inflammatory_T17	0.3190633829202805	662
GSM6086622	F7	EXTENDED	keratinocyte_stress_hypoxia	0.452498926626909	662
GSM6086622	F7	EXTENDED	fibroblast_matrix	0.0006963990492697768	662
GSM6086622	F7	EXTENDED	fibroblast_inflammatory	0.36697160828625847	662
GSM6086622	F7	EXTENDED	endothelial_vascular	0.3872281607926272	662
GSM6086622	F7	EXTENDED	myeloid_dendritic	0.2965991041576103	662
GSM6086622	F7	EXTENDED	T_NK_cytotoxic	0.16290637248722903	662
GSM6086622	F7	EXTENDED	B_plasma	0.1515124768053827	662
GSM6086623	F1	CORE	keratinocyte_basal	0.5089315817472622	660
GSM6086623	F1	CORE	keratinocyte_spinous_suprabasal	0.5933639042306567	660
GSM6086623	F1	CORE	keratinocyte_inflammatory_T17	0.3629200307083966	660
GSM6086623	F1	CORE	keratinocyte_stress_hypoxia	0.5950163539667086	660
GSM6086623	F1	CORE	fibroblast_matrix	-0.20270275084790973	660
GSM6086623	F1	CORE	fibroblast_inflammatory	0.3055220245013164	660
GSM6086623	F1	CORE	endothelial_vascular	0.42561273419489065	660
GSM6086623	F1	CORE	myeloid_dendritic	0.6269640438523368	660
GSM6086623	F1	CORE	T_NK_cytotoxic	0.5950532735429503	660
GSM6086623	F1	CORE	B_plasma	0.2562264100907803	660
GSM6086623	F1	EXTENDED	keratinocyte_basal	0.5164017326052953	660
GSM6086623	F1	EXTENDED	keratinocyte_spinous_suprabasal	0.581849891166596	660
GSM6086623	F1	EXTENDED	keratinocyte_inflammatory_T17	0.32484768622684457	660
GSM6086623	F1	EXTENDED	keratinocyte_stress_hypoxia	0.6009755535213618	660
GSM6086623	F1	EXTENDED	fibroblast_matrix	-0.11270500230863764	660
GSM6086623	F1	EXTENDED	fibroblast_inflammatory	0.3495502381222616	660
GSM6086623	F1	EXTENDED	endothelial_vascular	0.44831796825473813	660
GSM6086623	F1	EXTENDED	myeloid_dendritic	0.6342544794247515	660
GSM6086623	F1	EXTENDED	T_NK_cytotoxic	0.5890343183541176	660
GSM6086623	F1	EXTENDED	B_plasma	0.253850984304547	660
GSM6086623	F2	CORE	keratinocyte_basal	0.4877755173960328	660
GSM6086623	F2	CORE	keratinocyte_spinous_suprabasal	0.5537186231159383	660
GSM6086623	F2	CORE	keratinocyte_inflammatory_T17	0.28501282434806796	660
GSM6086623	F2	CORE	keratinocyte_stress_hypoxia	0.597291136638478	660
GSM6086623	F2	CORE	fibroblast_matrix	-0.04861302192073727	660
GSM6086623	F2	CORE	fibroblast_inflammatory	0.36473393952265265	660
GSM6086623	F2	CORE	endothelial_vascular	0.4592541855971567	660
GSM6086623	F2	CORE	myeloid_dendritic	0.6396358551490994	660
GSM6086623	F2	CORE	T_NK_cytotoxic	0.5794662670346575	660
GSM6086623	F2	CORE	B_plasma	0.26314548627694934	660
GSM6086623	F2	EXTENDED	keratinocyte_basal	0.4948860833713489	660
GSM6086623	F2	EXTENDED	keratinocyte_spinous_suprabasal	0.5550704733263279	660
GSM6086623	F2	EXTENDED	keratinocyte_inflammatory_T17	0.29109683656089874	660
GSM6086623	F2	EXTENDED	keratinocyte_stress_hypoxia	0.5962035231876927	660
GSM6086623	F2	EXTENDED	fibroblast_matrix	-0.04125173563198486	660
GSM6086623	F2	EXTENDED	fibroblast_inflammatory	0.3842633491131531	660
GSM6086623	F2	EXTENDED	endothelial_vascular	0.46049209680134157	660
GSM6086623	F2	EXTENDED	myeloid_dendritic	0.651647284191154	660
GSM6086623	F2	EXTENDED	T_NK_cytotoxic	0.5861807331630814	660
GSM6086623	F2	EXTENDED	B_plasma	0.26445824776833	660
GSM6086623	F6	CORE	keratinocyte_basal	0.47029370814670873	660
GSM6086623	F6	CORE	keratinocyte_spinous_suprabasal	0.5920077863877287	660
GSM6086623	F6	CORE	keratinocyte_inflammatory_T17	0.3515319328561108	660
GSM6086623	F6	CORE	keratinocyte_stress_hypoxia	0.6177701686473256	660
GSM6086623	F6	CORE	fibroblast_matrix	-0.16726644158793028	660
GSM6086623	F6	CORE	fibroblast_inflammatory	0.2846329659140163	660
GSM6086623	F6	CORE	endothelial_vascular	0.40892110902239615	660
GSM6086623	F6	CORE	myeloid_dendritic	0.6166821365788903	660
GSM6086623	F6	CORE	T_NK_cytotoxic	0.5723328502310862	660
GSM6086623	F6	CORE	B_plasma	0.2566224345722505	660
GSM6086623	F6	EXTENDED	keratinocyte_basal	0.5173911244672812	660
GSM6086623	F6	EXTENDED	keratinocyte_spinous_suprabasal	0.5947443032220305	660
GSM6086623	F6	EXTENDED	keratinocyte_inflammatory_T17	0.3493592527246992	660
GSM6086623	F6	EXTENDED	keratinocyte_stress_hypoxia	0.6035766015401699	660
GSM6086623	F6	EXTENDED	fibroblast_matrix	-0.1535896216335461	660
GSM6086623	F6	EXTENDED	fibroblast_inflammatory	0.3155881732686195	660
GSM6086623	F6	EXTENDED	endothelial_vascular	0.43776236114464406	660
GSM6086623	F6	EXTENDED	myeloid_dendritic	0.6471294891873001	660
GSM6086623	F6	EXTENDED	T_NK_cytotoxic	0.5831374057890536	660
GSM6086623	F6	EXTENDED	B_plasma	0.2545726251123527	660
GSM6086623	F7	CORE	keratinocyte_basal	0.5208643062730179	660
GSM6086623	F7	CORE	keratinocyte_spinous_suprabasal	0.5956176936213736	660
GSM6086623	F7	CORE	keratinocyte_inflammatory_T17	0.34833951743356956	660
GSM6086623	F7	CORE	keratinocyte_stress_hypoxia	0.5653067639361815	660
GSM6086623	F7	CORE	fibroblast_matrix	-0.1996591030589668	660
GSM6086623	F7	CORE	fibroblast_inflammatory	0.306645675030467	660
GSM6086623	F7	CORE	endothelial_vascular	0.45493699216209993	660
GSM6086623	F7	CORE	myeloid_dendritic	0.6556876347475934	660
GSM6086623	F7	CORE	T_NK_cytotoxic	0.577709793820756	660
GSM6086623	F7	CORE	B_plasma	0.25309921234834043	660
GSM6086623	F7	EXTENDED	keratinocyte_basal	0.5219297924021369	660
GSM6086623	F7	EXTENDED	keratinocyte_spinous_suprabasal	0.6023352111486517	660
GSM6086623	F7	EXTENDED	keratinocyte_inflammatory_T17	0.358790438399354	660
GSM6086623	F7	EXTENDED	keratinocyte_stress_hypoxia	0.5773645422040986	660
GSM6086623	F7	EXTENDED	fibroblast_matrix	-0.1887392803905873	660
GSM6086623	F7	EXTENDED	fibroblast_inflammatory	0.31326355298316094	660
GSM6086623	F7	EXTENDED	endothelial_vascular	0.4542916882285387	660
GSM6086623	F7	EXTENDED	myeloid_dendritic	0.6573636546892866	660
GSM6086623	F7	EXTENDED	T_NK_cytotoxic	0.5856264273317902	660
