sample_accession	title	status	submission_date	last_update_date	type	channel_count	source_name_ch1	organism_ch1	characteristics_ch1_1	characteristics_ch1_2	characteristics_ch1_3	molecule_ch1	extract_protocol_ch1_1	extract_protocol_ch1_2	taxid_ch1	description	data_processing_1	data_processing_2	data_processing_3	data_processing_4	platform_id	contact_name	contact_laboratory	contact_department	contact_institute	contact_address	contact_city	contact_state	contact_zip/postal_code	contact_country	data_row_count	instrument_model	library_selection	library_source	library_strategy	relation_1	relation_2	supplementary_file_1	derived_donor_id	derived_disease_group	derived_tissue_state	derived_timepoint
GSM7049132	Healthy control skin 1	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: Frozen	disease state: healthy	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	NS1	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326915	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392812	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049132/suppl/GSM7049132_NS1.tar.gz	unresolved	Healthy	healthy	not_reported
GSM7049133	Healthy control skin 2	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: Frozen	disease state: healthy	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	NS2	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326914	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392813	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049133/suppl/GSM7049133_NS2.tar.gz	unresolved	Healthy	healthy	not_reported
GSM7049134	Psoriasis skin 1	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: Frozen	disease state: psoriasis	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	PP1	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326913	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392814	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049134/suppl/GSM7049134_PP1.tar.gz	unresolved	PsO	psoriasis_unqualified	not_reported
GSM7049135	Psoriasis skin 2	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: Frozen	disease state: psoriasis	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	PP2	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326912	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392815	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049135/suppl/GSM7049135_PP2.tar.gz	unresolved	PsO	psoriasis_unqualified	not_reported
GSM7049136	Psoriasis skin 3	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: Frozen	disease state: psoriasis	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	PP3	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326911	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392816	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049136/suppl/GSM7049136_PP3.tar.gz	unresolved	PsO	psoriasis_unqualified	not_reported
GSM7049137	Psoriasis skin 4	Public on May 07 2023	Feb 16 2023	May 07 2023	SRA	1	skin	Homo sapiens	tissue: skin	tissue storage: FFPE	disease state: psoriasis	total RNA	Skin samples were frozen in OCT medium and stored at -80°C until sectioning. Optimization of tissue permeabilization was performed on 20-μm-thick sections using Visium Spatial Tissue Optimization Reagents Kit (10X Genomics, Pleasanton, CA, USA), which established an optimal permeabilization time to be 24 minutes. Samples were mounted onto a Gene Expression slide (10X Genomics), fixed in ice-cold methanol, stained with hematoxylin and eosin, and scanned under a microscope (Keyence, Itasca, IL, USA). Tissue permeabilization was performed to release the poly-A mRNA for capture by the poly(dT) primers that are precoated on the slide and include an Illumina TruSeq Read, spatial barcode, and unique molecular identifier (UMI). Visium Spatial Gene Expression Reagent Kit (10X Genomics) was used for reverse transcription to produce spatially barcoded full-length cDNA and for second strand synthesis followed by denaturation to allow a transfer of the cDNA from the slide into a tube for amplification and library construction.   For Visium for FFPE, the skin samples were formalin-fixed and paraffin-embedded. 5-micron thick sections were mounted onto a Visium Gene Expression slide (10X Genomics), baked at 42°C for 3 hours, and dried in a desiccator at room temperature overnight. For deparaffinization, the slide was incubated at 60°C for 2 hours, immersed in xylene, and rehydrated in an ethanol gradient. H & E staining was then performed using Mayer’s hematoxylin (Millipore Sigma), bluing reagent (Dako, Agilent), and alcoholic eosin (Millipore Sigma). Stained slides were scanned under a microscope, followed by decrosslinking using 0.1 N HCl and TE Buffer (pH 9.0) to release RNA that was sequestered by formalin. Human whole transcriptome probe panel (10x) that consisted of a pair of specific probes (5’ containing Small RNA Read 2S and 3’ containing poly-A) for each gene was hybridized to RNA. Probe pairs were then ligated to seal the junctions between them and to form the single-stranded ligation products. The samples were treated with RNase and permeabilized to release the ligation products. Poly-A portion of the products was then captured by the poly(dT) regions of the capture probes precoated on the Visium slide that also include an Illumina Read 1, spatial barcode, and unique molecular identifier (UMI). Probes were extended to produce spatially barcoded ligated probe products and released from the slide for indexing via Sample Index PCR and final library construction and sequencing.	Visium Spatial Single Cell 3ʹ Gene Expression libraries consisting of Illumina paired-end sequences flanked with P5/P7 were constructed after enzymatic fragmentation, size selection, end repair, A-tailing, adaptor ligation, and PCR. Dual Index Kit TT Set A (10X Genomics) was used to add unique i7 and i5 sample indexes and generate TruSeq Read 1 for sequencing the spatial barcode and UMI and TruSeq Read 2 for sequencing the cDNA insert, respectively.	9606	PP4	After sequencing, the reads were aligned to the human genome (hg38), and the expression matrix was extracted using the spaceranger pipeline.	Seurat was then used to analyze the expression matrix. Specifically, the SCTransform function was used to scale the data and find variable genes with default parameters. PCA and UMAP were applied for dimensional reduction. The FindTransferAnchors function was used to find a set of anchors between the scRNA-seq data and spatial-seq data, which were then transferred from the scRNA-seq to the saptial-seq data using the TransferData function. The major cell types obtained in the scRNA-seq data were used to annotate the spatial-seq data. The predicted cell type composition for each spot was then used to cluster the spots by the k-means algorithm. The clusters were annotated based on the average cell type prediction score across all the spots in the cluster. The cluster marker genes were found using the FindAllMarkers function. Differential expression analysis between the NS and PP keratinocytes were performed using the FindMarkers function. The common DEGs comparing NS to PP keratinocytes in both scRNA-seq and spatial-seq were plotted.	Assembly: hg38	Supplementary files format and content: zipped file containing the expression matrix, staining picture, and spatial location	GPL24676	Feiyang,,Ma	Pellegrini Lab	Molecular Biology Institute	UCLA	610, Charles Young Dr East, TLSB 3000C	Los Angeles	CA	90095	USA	0	Illumina NovaSeq 6000	cDNA	transcriptomic single cell	RNA-Seq	BioSample: https://www.ncbi.nlm.nih.gov/biosample/SAMN33326910	SRA: https://www.ncbi.nlm.nih.gov/sra?term=SRX19392817	ftp://ftp.ncbi.nlm.nih.gov/geo/samples/GSM7049nnn/GSM7049137/suppl/GSM7049137_PP4.tar.gz	unresolved	PsO	psoriasis_unqualified	not_reported
