gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
UBC	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Asymmetric localization of PCP proteins;Reactome::Cellular response to hypoxia;Reactome::Defective CFTR causes cystic fibrosis;Reactome::Degradation of CDH1;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Hh mutants are degraded by ERAD;Reactome::NIK-->noncanonical NF-kB signaling;Reactome::Negative Regulation of DNA Double Strand Break Response;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	16.122180819511414	22	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
RBX1	Reactome::Cellular response to hypoxia;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Negative Regulation of DNA Double Strand Break Response;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Regulation of RUNX2 expression and activity;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	7.203455328941345	10	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CUL1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::NIK-->noncanonical NF-kB signaling;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Regulation of RUNX2 expression and activity;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Hallmark;Reactome	positive	6.220238029956818	9	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SKP1	Reactome::FBXL7 down-regulates AURKA during mitotic entry and in early mitosis;Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::NIK-->noncanonical NF-kB signaling;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Regulation of RUNX2 expression and activity;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	5.458875834941864	8	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
GSK3B	Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Regulation of RUNX2 expression and activity;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::Ubiquitin-dependent degradation of Cyclin D;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	4.844627857208252	7	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
BTRC	Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2;Reactome::NIK-->noncanonical NF-kB signaling;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	4.063037753105164	6	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
DERL2	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Hh mutants are degraded by ERAD;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.8316221833229065	4	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ERLEC1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Hh mutants are degraded by ERAD;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.8316221833229065	4	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
OS9	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Hh mutants are degraded by ERAD;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.8316221833229065	4	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SEL1L	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Hh mutants are degraded by ERAD;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.8316221833229065	4	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
VCP	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Hh mutants are degraded by ERAD;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.8316221833229065	4	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
RACK1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Hallmark;Reactome	positive	2.410616099834442	3	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
MDM2	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	2.4017339944839478	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SRC	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	2.4017339944839478	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTNNB1	Reactome::Degradation of CDH1;Reactome::Formation of paraxial mesoderm;Reactome::Regulation of CDH1 Function	Reactome	positive	2.2847323417663574	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SMURF1	Reactome::Asymmetric localization of PCP proteins;Reactome::Regulation of RUNX2 expression and activity;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	2.2810800671577454	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EP300	Reactome::Cellular response to hypoxia;Reactome::Formation of paraxial mesoderm;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	2.2671151757240295	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ACTB	Reactome::Folding of actin by CCT/TriC;Reactome::Regulation of CDH1 Function;Reactome::UCH proteinases	Reactome	positive	2.2039621472358704	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
DERL1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
DERL3	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ERLIN1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ERLIN2	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
RNF185	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
RNF5	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Defective CFTR causes cystic fibrosis;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	2.175562798976898	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ODC1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Hallmark;Reactome	positive	2.166403293609619	3	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CSNK1A1	Reactome::GLI3 is processed to GLI3R by the proteasome;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	2.0889804363250732	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CDK4	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Ubiquitin-dependent degradation of Cyclin D	Hallmark;Reactome	positive	2.0789986848831177	3	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
MAPK11	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	2.046216607093811	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
MAPK14	Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	2.046216607093811	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
FBXW11	Reactome::NIK-->noncanonical NF-kB signaling;Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.9525955319404602	3	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
AJUBA	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CUL2	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EGLN1	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EGLN2	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EGLN3	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ELOB	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ELOC	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EPAS1	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
HIF1A	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
HIF3A	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
LIMD1	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
UBE2D1	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
UBE2D2	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
UBE2D3	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
VHL	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
WTIP	Reactome::Cellular response to hypoxia;Reactome::Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha	Reactome	positive	1.6729447841644287	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
BANP	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CBLL1	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CDH1	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTNNA1	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTNND1	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTSB	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTSL	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CTSS	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
DNM2	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EPS15	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
FYN	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
JUP	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
MTBP	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
UCA1	Reactome::Degradation of CDH1;Reactome::Regulation of CDH1 Function	Reactome	positive	1.6492539048194885	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SMURF2	Reactome::Asymmetric localization of PCP proteins;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	1.538594365119934	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CREBBP	Reactome::Cellular response to hypoxia;Reactome::Formation of paraxial mesoderm	Reactome	positive	1.5146350860595703	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
EXOSC7	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Hallmark;Reactome	positive	1.514036774635315	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
HNRNPD	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Hallmark;Reactome	positive	1.514036774635315	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PABPC1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Hallmark;Reactome	positive	1.514036774635315	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SET	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Hallmark;Reactome	positive	1.514036774635315	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
XPO1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of mRNA stability by proteins that bind AU-rich elements	Hallmark;Reactome	positive	1.514036774635315	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CBFB	Reactome::Regulation of RUNX2 expression and activity;Reactome::Regulation of RUNX3 expression and activity	Reactome	positive	1.4949657917022705	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
TGFB1	Reactome::Regulation of RUNX3 expression and activity;Reactome::UCH proteinases	Reactome	positive	1.4481804370880127	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CD274	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAA1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAA2	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAB1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAB2	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAG1	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAG2	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PRKAG3	Reactome::AMPK-induced ERAD and lysosome mediated degradation of PD-L1(CD274);Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	positive	1.443236529827118	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCT2	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCT3	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCT4	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCT5	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCT7	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
TCP1	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Folding of actin by CCT/TriC	Hallmark;Reactome	positive	1.4410051107406616	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
BARD1	Reactome::Negative Regulation of DNA Double Strand Break Response;Reactome::UCH proteinases	Reactome	positive	1.4263885617256165	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SRM	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Metabolism of polyamines	Hallmark;Reactome	positive	1.4247559905052185	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
AZIN1	Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Reactome	positive	1.4050410985946655	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
NQO1	Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Reactome	positive	1.4050410985946655	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
OAZ1	Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Reactome	positive	1.4050410985946655	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
OAZ2	Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Reactome	positive	1.4050410985946655	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
OAZ3	Reactome::Metabolism of polyamines;Reactome::Regulation of ornithine decarboxylase (ODC)	Reactome	positive	1.4050410985946655	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
SSB	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::RNA Polymerase III Transcription Termination	Hallmark;Reactome	positive	1.400514841079712	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
COPS5	Hallmark::HALLMARK_MYC_TARGETS_V1;Reactome::Regulation of PD-L1(CD274) Post-translational modification	Hallmark;Reactome	positive	1.38084077835083	2	2	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CCND1	Reactome::Regulation of PD-L1(CD274) Post-translational modification;Reactome::Ubiquitin-dependent degradation of Cyclin D	Reactome	positive	1.317636489868164	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CDC25A	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CHEK1	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CHEK2	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
CSNK1E	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
NEK11	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
PLK3	Reactome::Ubiquitin-Mediated Degradation of Phosphorylated Cdc25A;Reactome::p53-Independent G1/S DNA Damage Checkpoint	Reactome	positive	1.2935420274734497	2	1	CORE	LS	moderate	supported by multiple loading-ranked source features before downstream analyses
ARNT	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CA9	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CITED2	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EPO	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HIF1AN	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HIGD1A	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VEGFA	Reactome::Cellular response to hypoxia	Reactome	positive	0.8791566491127014	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTA1	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTA2	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTC1	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTG1	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACTG2	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VCL	Reactome::Regulation of CDH1 Function	Reactome	positive	0.8286188840866089	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
