gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
GLI3	Reactome::GLI3 is processed to GLI3R by the proteasome	Reactome	positive	0.7954384088516235	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRKACA	Reactome::GLI3 is processed to GLI3R by the proteasome	Reactome	positive	0.7954384088516235	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRKACB	Reactome::GLI3 is processed to GLI3R by the proteasome	Reactome	positive	0.7954384088516235	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRKACG	Reactome::GLI3 is processed to GLI3R by the proteasome	Reactome	positive	0.7954384088516235	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SUFU	Reactome::GLI3 is processed to GLI3R by the proteasome	Reactome	positive	0.7954384088516235	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DVL2	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD1	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD2	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD3	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD4	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD5	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD7	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FZD8	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PARD6A	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRICKLE1	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SCRIB	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
VANGL2	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
WNT5A	Reactome::Asymmetric localization of PCP proteins	Reactome	positive	0.7861142754554749	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ABCE1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ACP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AIMP2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
AP3S1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
APEX1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
BUB3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
C1QBP	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CAD	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CANX	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CBX3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CCNA2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CDC20	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CDC45	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CDK2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CLNS1A	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CNBP	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
COX5A	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CSTF2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CTPS1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
CYC1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DDX18	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DDX21	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DEK	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DHX15	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
DUT	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EEF1B2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF1AX	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF2S1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF2S2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF3B	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF3D	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF3J	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF4A1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF4E	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF4G2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EIF4H	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
EPRS1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ERH	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ETF1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FAM120A	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
FBL	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
G3BP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
GLO1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
GNL3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
GOT2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
GSPT1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
H2AZ1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HDAC2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HDDC2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HDGF	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPA1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPA2B1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPA3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPC	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPR	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HNRNPU	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HPRT1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSP90AB1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSPD1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
HSPE1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
IARS1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
IFRD1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ILF2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
IMPDH2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KARS1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KPNA2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
KPNB1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
LDHA	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
LSM2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
LSM7	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MAD2L1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCM2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCM4	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCM5	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCM6	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MCM7	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MRPL23	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MRPL9	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MRPS18B	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
MYC	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NAP1L1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NCBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NCBP2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NDUFAB1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NHP2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NME1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NOLC1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NOP16	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NOP56	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
NPM1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
ORC2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PA2G4	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PABPC4	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PCBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PCNA	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PGK1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PHB1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PHB2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLD2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
POLE3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PPIA	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PPM1G	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRDX3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRDX4	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRPF31	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PRPS2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PTGES3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
PWP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RAD23B	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RAN	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RANBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RFC4	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RNPS1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPL14	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPL18	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPL22	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPL34	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPL6	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPLP0	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPS10	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPS2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPS3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPS5	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RPS6	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RRM1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RRP9	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RSL1D1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
RUVBL2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SERBP1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SF3A1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SF3B3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SLC25A3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SMARCC1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPA	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPA1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPB2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPD1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPD2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPD3	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SNRPG	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SRPK1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SRSF1	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
SRSF2	Hallmark::HALLMARK_MYC_TARGETS_V1	Hallmark	positive	0.7613621950149536	1	1	EXTENDED	LS	moderate	included in loading-ranked biology-compatible source feature union
