axis	gene_symbol	source_feature	evidence_family	loading_direction	loading_strength	n_source_features	n_evidence_families	leading_edge_status	tissue_support	replication_support	inclusion_reason
F1	ACVR1B	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ACVR1C	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ACVR2A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ACVR2B	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ACVRL1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	AMH	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	AMHR2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	APH1A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	APH1B	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ARHGEF18	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ARRB1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ARRB2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP1B4	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BAMBI	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BMP10	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BMP2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BMPR1A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BMPR1B	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BMPR2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CBL	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CCNC	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CCNK	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CCNT1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CCNT2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CDK8	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CDK9	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CDKN2B	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CER1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CGN	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	CHRDL1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	COL1A2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	DRAP1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	E2F4	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	E2F5	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	F11R	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FBN1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FKBP1A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FOXH1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FST	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FSTL1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FSTL3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FURIN	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	GDF2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	GIPC1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	GREM2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HDAC1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	INHA	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	INHBA	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	INHBB	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGA8	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGAV	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGB1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGB3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGB5	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGB6	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ITGB8	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	JUNB	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	LTBP1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	LTBP2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	LTBP3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	LTBP4	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MEN1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MMP14	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MMP16	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MTMR4	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MYC	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NCOR2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NCSTN	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NEDD4L	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NEDD8	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NOG	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PARD3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PARP1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PMEPA1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PPM1A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PPP1CA	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PPP1CB	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PPP1CC	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PPP1R15A	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PRKCZ	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PSEN1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PSEN2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PSENEN	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	RBL1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	RHOA	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	RNF111	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SERPINE1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SKI	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SKIL	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD5	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD6	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD7	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMAD9	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMURF1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SMURF2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	STAT1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	STRAP	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	STUB1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TFDP1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TFDP2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGFB1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGFB2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGFB3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGFBR1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGFBR2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGIF1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TGIF2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TIMP1	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TIMP2	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	TRIM33	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	UBE2D3	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	UBE2M	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	UCHL5	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	USP15	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ZFYVE16	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ZFYVE9	Reactome::Signaling by TGFB family members	Reactome	positive	0.7109828591346741	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	AKT3	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FOXA2	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FOXA3	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	FOXO1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	GCK	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HES1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HNF1A	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HNF1B	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HNF4A	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	HNF4G	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	IAPP	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	INSM1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	KAT2A	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	KAT2B	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MAFA	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MAML1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MAML2	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MAML3	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	MAMLD1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NEUROD1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NEUROG3	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NKX2-2	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NKX6-1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NOTCH1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NR5A2	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ONECUT1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ONECUT3	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PAX4	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PAX6	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PDX1	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PKLR	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	PTF1A	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	RBPJ	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	RFX6	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	SLC2A2	Reactome::Regulation of beta-cell development	Reactome	positive	0.7087485194206238	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	BTRC	Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	Reactome	negative	0.7080123424530029	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	GSK3B	Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	Reactome	negative	0.7080123424530029	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	NFE2L2	Reactome::GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2	Reactome	negative	0.7080123424530029	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6AP1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0A1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0A2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0A4	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0B	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0C	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0D1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0D2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0E1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V0E2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1A	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1B1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1B2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1C1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1C2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1D	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1E1	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1E2	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
F1	ATP6V1F	Reactome::Signaling by Insulin receptor	Reactome	positive	0.7037075757980347	1	1	EXTENDED	LS	strong	included in loading-ranked biology-compatible source feature union
