source_table	donor_id	gsm	timepoint	tissue_state	baseline_primary	cell_type	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count	axis	program_type	n_donors	mean_LS_minus_NL	bootstrap_ci_low	bootstrap_ci_high	signflip_p	fdr_by_program_type	dominant_cell_type	dominant_mean_score	secondary_cell_type	secondary_mean_score	specificity_delta_vs_second	n_cell_types_observed	core_extended_pseudobulk_spearman	n_donor_celltype_units	contrast	mean_treatment_shift
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120454	baseline	nonlesional	True	mast_cell	0.226452179944937	206.0	0.1231738766212092	206.0	0.0635799087834421	206.0	0.0919706620770288	206.0	0.1835446245289202	206.0	0.1827629102931247	206.0	0.962283361674078	206.0	0.5112126043868996	206.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120454	baseline	nonlesional	True	melanocyte	0.3947481983735963	554.0	0.2801083306951626	554.0	0.1695368535557133	554.0	0.1878738275491726	554.0	0.4137758586358752	554.0	0.3614671811260804	554.0	1.0789457693474087	554.0	0.6460492580176732	554.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120454	baseline	nonlesional	True	myeloid_monocyte	0.278539020501389	339.0	0.2026056115345956	339.0	0.1440382635869041	339.0	0.1628229737457881	339.0	0.3522585396452471	339.0	0.3219151715454766	339.0	1.1114853052988785	339.0	0.6620311497404443	339.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120454	baseline	nonlesional	True	pericyte_smooth_muscle	0.3086589330765824	1132.0	0.2260595992689021	1132.0	0.157263825193165	1132.0	0.1842927251954339	1132.0	0.3413410288455353	1132.0	0.3537557170582959	1132.0	1.2559163020752482	1132.0	0.7080604884885144	1132.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120454	baseline	nonlesional	True	unassigned	0.2273186923538663	32.0	0.1224365459475398	32.0	0.0603046447806375	32.0	0.0889212656633586	32.0	0.1647470085106386	32.0	0.1722623893720072	32.0	0.9289575841270444	32.0	0.4902416052403764	32.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	B_cell	0.2625158705243887	501.0	0.1801319564506634	501.0	0.1209673090759214	501.0	0.1374355996018097	501.0	0.3133843303728837	501.0	0.3114266414169914	501.0	1.2928777576911634	501.0	0.7219826630934804	501.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	NK_cell	0.2620617206357047	31.0	0.1824549814206707	31.0	0.1238823711358993	31.0	0.1421543918693545	31.0	0.3273019943919938	31.0	0.3312422397614735	31.0	1.3274243224071742	31.0	0.7498529620951957	31.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	T_cell	0.2683957241074827	92.0	0.1841832197134806	92.0	0.1335257830710166	92.0	0.1427797690384078	92.0	0.3259174513484998	92.0	0.3188585382277454	92.0	1.206023815256433	92.0	0.6822186271924968	92.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	dendritic	0.2557130958013738	89.0	0.1928326054706425	89.0	0.1452611591404086	89.0	0.1577275186005876	89.0	0.3438176543020402	89.0	0.3355808091588402	89.0	1.2488462080936409	89.0	0.7274359493720542	89.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	endothelial	0.2898605761408476	948.0	0.1973685328460269	948.0	0.1401512987043933	948.0	0.1602576370641958	948.0	0.3025879196466169	948.0	0.2891888561780501	948.0	1.1277968492734718	948.0	0.6340426716436054	948.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	fibroblast	0.31759156542592	1261.0	0.2355065092669742	1261.0	0.1659303711131957	1261.0	0.1926079925232063	1261.0	0.3396395433041142	1261.0	0.3258415219176735	1261.0	1.1752366297237569	1261.0	0.6758873615816744	1261.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	keratinocyte	0.3577361457058397	5656.0	0.2363149982565008	5656.0	0.1334884045479948	5656.0	0.1556067191158093	5656.0	0.3673815391830626	5656.0	0.3376354596447414	5656.0	1.132656041659705	5656.0	0.6484714889423211	5656.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	mast_cell	0.2023370151377453	155.0	0.1067102428035889	155.0	0.0524358315128989	155.0	0.0798349454921313	155.0	0.1498992335844475	155.0	0.1439132199478609	155.0	0.8340702923789283	155.0	0.4372123870675091	155.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	melanocyte	0.3884047508411472	205.0	0.2749235033671436	205.0	0.1682134064906292	205.0	0.1829789941429469	205.0	0.4129113117288483	205.0	0.3554506860242888	205.0	1.0821156252824276	205.0	0.6449268473123277	205.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	myeloid_monocyte	0.2608192122905439	1224.0	0.1885786313821682	1224.0	0.1364183104177851	1224.0	0.1522194840453694	1224.0	0.3339744971985692	1224.0	0.3082385034455241	1224.0	1.1653243017543098	1224.0	0.6795948054775796	1224.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	pericyte_smooth_muscle	0.3224378794661878	732.0	0.2267691236867786	732.0	0.1648665807808579	732.0	0.187943042032237	732.0	0.3487034272162132	732.0	0.3426978869132109	732.0	1.2630190808648465	732.0	0.7077757802769806	732.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120455	day3	lesional	False	unassigned	0.2354023810878502	1.0	0.1137314439716314	1.0	0.0424594831343394	1.0	0.0799793773554486	1.0	0.1734270487558885	1.0	0.1998447736023349	1.0	1.0739952980373817	1.0	0.5306894845715237	1.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	B_cell	0.2756231925055372	625.0	0.18996880581068	625.0	0.127066573386107	625.0	0.1459252928397293	625.0	0.3197517922798324	625.0	0.3253566296431307	625.0	1.2707124856858885	625.0	0.7136909329898633	625.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	NK_cell	0.2733865929831122	46.0	0.1905730428066246	46.0	0.1245825323981383	46.0	0.1439238886853446	46.0	0.3189130790333798	46.0	0.3292531472897691	46.0	1.2903340693206893	46.0	0.7347513410223165	46.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	T_cell	0.2540652752410177	211.0	0.1715844759886426	211.0	0.1166160396807666	211.0	0.1312877438774328	211.0	0.2880550753439622	211.0	0.296910223118153	211.0	1.1679025813851152	211.0	0.6528972556004821	211.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	dendritic	0.2771299201866944	220.0	0.205745637646396	220.0	0.1534099679499969	220.0	0.1664507435600681	220.0	0.3629794943705682	220.0	0.3539457736579582	220.0	1.2512647186358157	220.0	0.7368544510104457	220.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	endothelial	0.3176886662667055	738.0	0.218928604435164	738.0	0.1557122516237137	738.0	0.1789972868574577	738.0	0.3315574595665409	738.0	0.3255305169607611	738.0	1.1695981722708926	738.0	0.6644391284231949	738.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	fibroblast	0.3187711560473524	2294.0	0.2393163690894251	2294.0	0.1638886544513045	2294.0	0.1960181517911429	2294.0	0.3365844044199595	2294.0	0.3362022188568071	2294.0	1.1839239083901212	2294.0	0.6814700429200853	2294.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	keratinocyte	0.3704857660622299	8779.0	0.2479396146231221	8779.0	0.1394323894683222	8779.0	0.1639666956726396	8779.0	0.3744710311070153	8779.0	0.3564259700479532	8779.0	1.170256564086825	8779.0	0.6696342876540032	8779.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	mast_cell	0.2045785044780308	302.0	0.1130237480191917	302.0	0.0564379386414948	302.0	0.0828813223207429	302.0	0.1616084155665051	302.0	0.1590349432362169	302.0	0.7770251015444584	302.0	0.4163236621654814	302.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	melanocyte	0.4115518449465024	228.0	0.2917272121368375	228.0	0.1759250235633461	228.0	0.1943211150314235	228.0	0.4273254515344083	228.0	0.3757525497172365	228.0	1.0735524716602522	228.0	0.645614419006278	228.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	myeloid_monocyte	0.2812772036247541	1225.0	0.206363577993246	1225.0	0.1500855012102482	1225.0	0.1681497374597121	1225.0	0.3561558835514029	1225.0	0.3317190055195788	1225.0	1.1265220838736345	1225.0	0.671782500917799	1225.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	pericyte_smooth_muscle	0.3240745781175999	795.0	0.2262736176525781	795.0	0.1586725795723112	795.0	0.1861219382246381	795.0	0.3373804076084281	795.0	0.3464095251782866	795.0	1.2560573662721657	795.0	0.7047508182507204	795.0																		
GSE228421_donor_celltype_axis_scores.tsv	P2	GSM7120456	day14	lesional	False	unassigned	0.1233085381121314	3.0	0.0730669286720383	3.0	0.0303627409113768	3.0	0.0506944154873617	3.0	0.0765814656285771	3.0	0.1101908726935572	3.0	0.7606445511424035	3.0	0.3878268634257392	3.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	B_cell	0.200016913465918	980.0	0.1309497297773569	980.0	0.0868121354794735	980.0	0.1032581415104842	980.0	0.2251686724736309	980.0	0.2268633089764657	980.0	0.9634567640182096	980.0	0.5339448154804818	980.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	NK_cell	0.2043424612533559	41.0	0.1312122911956284	41.0	0.0894108572359645	41.0	0.1014935465079421	41.0	0.2262177089282922	41.0	0.2410036871964915	41.0	1.051652054446117	41.0	0.5837198967288605	41.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	T_cell	0.196659501774131	44.0	0.1277051385485087	44.0	0.0862897376117996	44.0	0.0981889239870543	44.0	0.2216539451750354	44.0	0.2263442220737727	44.0	0.9357120248963362	44.0	0.5177879039151877	44.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	dendritic	0.2108617763388532	152.0	0.1456098998066078	152.0	0.1022830081380835	152.0	0.1185193668102663	152.0	0.2535356215229338	152.0	0.2488180116596569	152.0	0.9902759724741642	152.0	0.5710049303198957	152.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	endothelial	0.2004475077529441	927.0	0.1328197530545448	927.0	0.0941450010385872	927.0	0.1111158121035735	927.0	0.2056341221729183	927.0	0.2039029774839358	927.0	0.8640758018821753	927.0	0.4768897659361099	927.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	fibroblast	0.2119474638391371	2843.0	0.1539652646767571	2843.0	0.1073009726616679	2843.0	0.130646744465501	2843.0	0.219414861557542	2843.0	0.2161610476637072	2843.0	0.8300774229220642	2843.0	0.4709001552023473	2843.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	keratinocyte	0.2652638655034465	4725.0	0.1700904301034555	4725.0	0.092285739858805	4725.0	0.1135225308846482	4725.0	0.2598021408692827	4725.0	0.2480461573983114	4725.0	0.919528740711716	4725.0	0.5152219972839629	4725.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	mast_cell	0.1394497745866535	127.0	0.0725187341412724	127.0	0.0353946852328494	127.0	0.0553632851140241	127.0	0.0978587681925061	127.0	0.0947823543032705	127.0	0.5053467111336585	127.0	0.2696042200862233	127.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	melanocyte	0.2878433244905145	151.0	0.196971568384943	151.0	0.1176791479471238	151.0	0.1302033425939738	151.0	0.3090152114787796	151.0	0.2604814312494783	151.0	0.8241016103002617	151.0	0.4840722621510053	151.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	myeloid_monocyte	0.1850286706218981	1187.0	0.1261737805846328	1187.0	0.0876463338963899	1187.0	0.1040443712545175	1187.0	0.2250323724753586	1187.0	0.2071693298649469	1187.0	0.8399681290124263	1187.0	0.4858039692801533	1187.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	pericyte_smooth_muscle	0.2373115155005266	670.0	0.1632731090796667	670.0	0.1162229390580536	670.0	0.1384843811038822	670.0	0.2514862685840941	670.0	0.2554605304373659	670.0	1.0127842366944888	670.0	0.5607821976887394	670.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120457	baseline	lesional	True	unassigned	0.1486436692472724	5.0	0.0779806623381069	5.0	0.0384604374287401	5.0	0.0617727772246604	5.0	0.0893008707355252	5.0	0.1050074933357448	5.0	0.5034140164907581	5.0	0.2753033455323372	5.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	B_cell	0.2176193952337153	796.0	0.1379301565424194	796.0	0.0872657499217239	796.0	0.109291077049639	796.0	0.2210067568583789	796.0	0.2185592993670052	796.0	0.9590327837740754	796.0	0.5278522444363742	796.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	NK_cell	0.2409259219048219	3.0	0.1516875740855812	3.0	0.0850171828228958	3.0	0.1101293544441439	3.0	0.2215298074069382	3.0	0.2483731818388899	3.0	1.0241456966441616	3.0	0.576733928636694	3.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	T_cell	0.2194089468586881	19.0	0.1482724368947184	19.0	0.1022651262238684	19.0	0.1110937708960852	19.0	0.2427507915543671	19.0	0.2449455725034997	19.0	1.061409699591059	19.0	0.5853666159612597	19.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	dendritic	0.246108348347793	120.0	0.1710330293344407	120.0	0.1184320730000516	120.0	0.1336171725919683	120.0	0.3112953320828838	120.0	0.2943901678502514	120.0	1.1548026847499648	120.0	0.6657716515351054	120.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	endothelial	0.216000745947308	650.0	0.1426774523269701	650.0	0.0968930653381619	650.0	0.115877900399998	650.0	0.2172537446152726	650.0	0.2212788036458129	650.0	1.0054533233359924	650.0	0.5479284718752543	650.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	fibroblast	0.2433609803242317	2758.0	0.1781893493975645	2758.0	0.1210563329105728	2758.0	0.1496183832643403	2758.0	0.2507494499455949	2758.0	0.2609421192637272	2758.0	1.0524410975623142	2758.0	0.5878036996394064	2758.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	keratinocyte	0.2299576599781205	5601.0	0.1439239291276446	5601.0	0.0770967855709602	5601.0	0.0971295962220306	5601.0	0.2143679966516126	5601.0	0.2039876091079691	5601.0	0.8800551992554486	5601.0	0.4813077714372979	5601.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	mast_cell	0.2033908634813531	69.0	0.1098686640008603	69.0	0.0569551721229005	69.0	0.081131519920323	69.0	0.1589791662717285	69.0	0.1554212903526772	69.0	0.8217208212968136	69.0	0.436447079439812	69.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	melanocyte	0.3112262230319101	544.0	0.2089527491860298	544.0	0.1219861078355127	544.0	0.1404577028483966	544.0	0.3070844539366411	544.0	0.2697097662499678	544.0	0.9255684265283328	544.0	0.5356160717139994	544.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	myeloid_monocyte	0.2336113621922109	275.0	0.1635087141633122	275.0	0.1121491489717551	275.0	0.1306933821061977	275.0	0.2883754097588702	275.0	0.2652553214871777	275.0	1.0147738510082875	275.0	0.5887480547062058	275.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	pericyte_smooth_muscle	0.252349953860836	1115.0	0.1749337027152187	1115.0	0.1171010442603047	1115.0	0.1431391307654734	1115.0	0.2664987400816067	1115.0	0.280603503530298	1115.0	1.128702488212225	1115.0	0.6195685676435381	1115.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120458	baseline	nonlesional	True	unassigned	0.243223328977854	84.0	0.1344086139879919	84.0	0.0605766622195146	84.0	0.0937502925543813	84.0	0.1489740933516607	84.0	0.1529904668270226	84.0	0.6702933175169634	84.0	0.3708496724845618	84.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	B_cell	0.2373161470334504	148.0	0.1664599011692603	148.0	0.1143899668799782	148.0	0.1280910575486695	148.0	0.2849932447460324	148.0	0.2759295332167297	148.0	1.1195812252079322	148.0	0.6254738685922704	148.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	NK_cell	0.2435154628269407	23.0	0.1849616996425956	23.0	0.1336181899031912	23.0	0.1366905516032021	23.0	0.3506063313494214	23.0	0.3321687157628565	23.0	1.240952296011273	23.0	0.7174731353123864	23.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	T_cell	0.2195222184666576	44.0	0.1603930519031401	44.0	0.1225173168121135	44.0	0.1217467518552778	44.0	0.2906807812421952	44.0	0.2787932933273642	44.0	1.0685242305456333	44.0	0.6039613215740777	44.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	dendritic	0.2490277088376677	70.0	0.1942603155052678	70.0	0.1492656458800275	70.0	0.1506282290461445	70.0	0.3760231885899436	70.0	0.3485904582386336	70.0	1.2433324778192751	70.0	0.7341933807881392	70.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	endothelial	0.2681088657685229	563.0	0.1920555421131526	563.0	0.1394965032528465	563.0	0.1540935659063243	563.0	0.3032472169765949	563.0	0.2808446448486507	563.0	1.0541170069109564	563.0	0.59900272879457	563.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	fibroblast	0.2934180363288986	762.0	0.225925796299696	762.0	0.1615236752458579	762.0	0.1856487814363768	762.0	0.328317459161397	762.0	0.3153188573008168	762.0	1.1326375205097754	762.0	0.6544247491892334	762.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	keratinocyte	0.3533762951876698	5138.0	0.2340392525236464	5138.0	0.1303123286481886	5138.0	0.1509774756101579	5138.0	0.362677758416123	5138.0	0.3366279082358576	5138.0	1.0959999296843157	5138.0	0.6295240238263967	5138.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	mast_cell	0.1448189000731027	258.0	0.0919297862737742	258.0	0.0576135110383461	258.0	0.0658470877886417	258.0	0.1654777407962144	258.0	0.1512915113827155	258.0	0.7382635405754358	258.0	0.401811356725027	258.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	melanocyte	0.342927743656452	63.0	0.2311352066152139	63.0	0.13265585803788	63.0	0.1568325483092867	63.0	0.310420196017773	63.0	0.2714319753634373	63.0	0.7915919149425471	63.0	0.4776091742112711	63.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	myeloid_monocyte	0.2601800499579654	384.0	0.1960542818530175	384.0	0.1454959625837549	384.0	0.1541127425366281	384.0	0.3607222825477549	384.0	0.3133463245062252	384.0	1.0507134806857457	384.0	0.6295522843111728	384.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	pericyte_smooth_muscle	0.2690121267977755	345.0	0.2034564689533847	345.0	0.1479132773188939	345.0	0.1648586784903683	345.0	0.3189412243074302	345.0	0.3215705258332432	345.0	1.201435576705182	345.0	0.6740559011723575	345.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120459	day3	lesional	False	unassigned	0.1854327707599166	3.0	0.0919556320729706	3.0	0.0465622081306953	3.0	0.0738135598594258	3.0	0.1123714173635278	3.0	0.1094335681553252	3.0	0.5686330903270367	3.0	0.3086847986653154	3.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	B_cell	0.275057371832242	239.0	0.1815521558586243	239.0	0.1160200798242413	239.0	0.1385656848268774	239.0	0.2964041602835655	239.0	0.284090289858053	239.0	1.0853902823934127	239.0	0.6171849609385491	239.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	NK_cell	0.30035692201333	11.0	0.2190187074796459	11.0	0.1459888119539617	11.0	0.1613882978086009	11.0	0.3931810171235476	11.0	0.3880016437950838	11.0	1.3175590639326298	11.0	0.7762448177778672	11.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	T_cell	0.2708709381757704	43.0	0.1795300399118591	43.0	0.117475552964181	43.0	0.1317652311814493	43.0	0.3021633362051371	43.0	0.2883272677405673	43.0	1.1796415738243475	43.0	0.6594861522100754	43.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	dendritic	0.3250659611343716	115.0	0.229458914514373	115.0	0.1558951785520707	115.0	0.1741176591247187	115.0	0.3984161085048626	115.0	0.3599022738823254	115.0	1.198152777501363	115.0	0.7234033108784458	115.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	endothelial	0.3025351580277558	686.0	0.2096213089485731	686.0	0.1456684152260985	686.0	0.1680126747072146	686.0	0.3178431899735178	686.0	0.2950519636242797	686.0	1.0929402098358127	686.0	0.6218461584720284	686.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	fibroblast	0.3489631129918803	1305.0	0.2623309171656374	1305.0	0.1800469515896537	1305.0	0.2146542975004106	1305.0	0.3695294653351497	1305.0	0.3564178556498418	1305.0	1.2042465473927002	1305.0	0.7064926822400893	1305.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	keratinocyte	0.380505908635956	4021.0	0.2494394823238644	4021.0	0.1371655377449097	4021.0	0.1591562653769958	4021.0	0.3821295113619097	4021.0	0.3492682115221635	4021.0	1.1116925760940577	4021.0	0.6421318548307391	4021.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	mast_cell	0.2240063816710356	684.0	0.1281539479358399	684.0	0.0715053875918576	684.0	0.0938335058099093	684.0	0.1957641901553829	684.0	0.181171773618574	684.0	0.7959735240548599	684.0	0.4430720062930066	684.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	melanocyte	0.3777907991999578	41.0	0.2549258956245206	41.0	0.147545492264138	41.0	0.1698609002908423	41.0	0.3471667894901548	41.0	0.3013180428037197	41.0	0.8838396678294409	41.0	0.5322358230328794	41.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	myeloid_monocyte	0.3025371919480737	489.0	0.2160797803229745	489.0	0.1509172182621456	489.0	0.1717227404769238	489.0	0.3742723580969158	489.0	0.319513066602117	489.0	0.9877127648757512	489.0	0.6085813879392216	489.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	pericyte_smooth_muscle	0.3420049232103639	311.0	0.2463204875077895	311.0	0.1697751878000146	311.0	0.1987166536402327	311.0	0.3733610669729819	311.0	0.3708102894931415	311.0	1.279935117009146	311.0	0.7293637782508609	311.0																		
GSE228421_donor_celltype_axis_scores.tsv	P3	GSM7120460	day14	lesional	False	unassigned	0.2312370174365668	4.0	0.1199290219741847	4.0	0.0601677710518037	4.0	0.0853801376526892	4.0	0.1496656028999215	4.0	0.1379555979837207	4.0	0.7030242430500833	4.0	0.3763184741675688	4.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	B_cell	0.2727572222940244	66.0	0.1872576515913294	66.0	0.119249974810183	66.0	0.1362759268088124	66.0	0.3302886521080431	66.0	0.3289896132354756	66.0	1.3732180541551997	66.0	0.7743848673558593	66.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	NK_cell	0.287315761786995	36.0	0.1930209197949125	36.0	0.1294683229816551	36.0	0.1438354893972464	36.0	0.3217209776225889	36.0	0.3036097067615444	36.0	1.2575511007508922	36.0	0.7091691137200239	36.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	T_cell	0.2769796498152501	48.0	0.1870447016093877	48.0	0.1250109165745606	48.0	0.1401200460330336	48.0	0.3089968113542353	48.0	0.2906302617734072	48.0	1.160729328269281	48.0	0.6545934128321393	48.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	dendritic	0.2995061137566501	93.0	0.2159350150158916	93.0	0.1477421607748473	93.0	0.1653273343210652	93.0	0.3587610649048197	93.0	0.3442359126174687	93.0	1.3113001509428643	93.0	0.7674158083816817	93.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	endothelial	0.3341553852906673	434.0	0.2416033807690222	434.0	0.1805087992190787	434.0	0.201143698951343	434.0	0.3802636835513227	434.0	0.350835655012464	434.0	1.2075264207471048	434.0	0.6981492956420126	434.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	fibroblast	0.3415951637177905	1812.0	0.255965058510028	1812.0	0.1785095343693674	1812.0	0.2157835779722532	1812.0	0.3523380592257316	1812.0	0.3373934448909832	1812.0	1.184243430897042	1812.0	0.6908762428362717	1812.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	keratinocyte	0.3420171815633193	8570.0	0.2260347746121012	8570.0	0.1271301558578308	8570.0	0.1489844061759632	8570.0	0.344044145860263	8570.0	0.3212602854712757	8570.0	1.130875204161168	8570.0	0.6412042625551265	8570.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	mast_cell	0.2592967852629649	722.0	0.1402207429532566	722.0	0.0688144554843399	722.0	0.0996043133397436	722.0	0.1954492206046371	722.0	0.1803024523445469	722.0	0.9188910030093616	722.0	0.4983687725912704	722.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	melanocyte	0.3808906421479843	136.0	0.2556593061386868	136.0	0.1435537757392621	136.0	0.1649333883980952	136.0	0.3689804098333352	136.0	0.3122693269308582	136.0	0.945378069984264	136.0	0.5616935832825829	136.0																		
GSE228421_donor_celltype_axis_scores.tsv	P4	GSM7120461	baseline	lesional	True	myeloid_monocyte	0.2968683336326009	917.0	0.2141976818347671	917.0	0.1500840956902788	917.0	0.1693336929792655	917.0	0.3725515687518903	917.0	0.3298206661175473	917.0	1.161032842909456	917.0	0.6922517103222687	917.0																		
