source_table	axis	program_type	N_frozen_genes	N_tested_genes	beta	SE	P	FDR	direction	interpretation	observed_statistic	null_mean	null_SD	empirical_percentile	empirical_P	n_random_sets	null_set_id	target_genes	sampled_genes	fallback_draws	CORE_gene_count	mapped_gene_count	MHC_gene_count	MAGMA_MHC_excluded_beta	MAGMA_MHC_excluded_P	MAGMA_FDR	MAGMA_MHC_included_P	MHC_dependence	empirical_null_P	unique_gene_signal	conditional_signal	sLDSC_enrichment	sLDSC_P	genetic_specificity	final_genetic_tier	eligible_for_phase3b	eligible_for_comorbidity_phase
matched_null_generation_qc.tsv	F1																F1_NULL_0872	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0873	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0874	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0875	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0876	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0877	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0878	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0879	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0880	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0881	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0882	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0883	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0884	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0885	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0886	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0887	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0888	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0889	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0890	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0891	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0892	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0893	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0894	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0895	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0896	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0897	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0898	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0899	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0900	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0901	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0902	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0903	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0904	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0905	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0906	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0907	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0908	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0909	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0910	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0911	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0912	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0913	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0914	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0915	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0916	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0917	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0918	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0919	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0920	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0921	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0922	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0923	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0924	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0925	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0926	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0927	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0928	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0929	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0930	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0931	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0932	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0933	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0934	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0935	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0936	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0937	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0938	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0939	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0940	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0941	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0942	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0943	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0944	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0945	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0946	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0947	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0948	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0949	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0950	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0951	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0952	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0953	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0954	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0955	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0956	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0957	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0958	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0959	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0960	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0961	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0962	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0963	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0964	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0965	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0966	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0967	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0968	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0969	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0970	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0971	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0972	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0973	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0974	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0975	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0976	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0977	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0978	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0979	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0980	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0981	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0982	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0983	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0984	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0985	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0986	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0987	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0988	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0989	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0990	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0991	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0992	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0993	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0994	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0995	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0996	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0997	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0998	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_0999	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1000	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1001	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1002	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1003	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1004	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1005	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1006	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1007	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1008	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1009	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1010	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1011	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1012	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1013	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1014	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1015	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1016	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1017	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1018	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1019	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1020	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1021	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1022	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1023	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1024	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1025	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1026	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1027	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1028	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1029	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1030	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1031	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1032	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1033	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1034	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1035	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1036	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1037	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1038	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1039	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1040	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1041	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1042	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1043	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1044	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1045	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1046	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1047	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1048	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1049	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1050	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1051	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1052	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1053	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1054	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1055	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1056	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1057	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1058	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1059	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1060	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1061	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1062	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1063	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1064	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1065	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1066	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1067	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1068	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1069	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1070	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1071	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1072	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1073	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1074	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1075	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1076	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1077	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1078	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1079	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1080	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1081	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1082	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1083	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1084	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1085	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1086	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1087	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1088	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1089	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1090	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1091	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1092	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1093	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1094	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1095	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1096	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1097	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1098	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1099	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1100	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1101	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1102	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1103	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1104	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1105	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1106	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1107	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1108	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1109	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1110	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1111	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1112	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1113	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1114	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1115	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1116	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1117	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1118	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1119	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1120	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1121	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1122	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1123	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1124	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1125	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1126	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1127	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1128	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1129	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1130	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1131	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1132	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1133	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1134	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1135	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1136	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1137	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1138	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1139	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1140	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1141	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1142	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1143	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1144	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1145	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1146	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1147	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1148	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1149	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1150	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1151	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1152	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1153	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1154	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1155	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1156	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1157	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1158	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1159	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1160	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1161	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1162	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1163	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1164	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1165	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1166	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1167	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1168	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1169	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1170	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1171	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1172	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1173	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1174	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1175	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1176	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1177	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1178	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1179	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1180	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1181	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1182	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1183	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1184	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1185	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1186	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1187	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1188	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1189	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1190	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1191	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1192	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1193	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1194	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1195	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1196	252.0	252.0	1.0																	
matched_null_generation_qc.tsv	F1																F1_NULL_1197	252.0	252.0	1.0																	
