donor_id	gsm	timepoint	tissue_state	baseline_primary	cell_type	refined_state	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_IFN_response	0.27052212490105965	3	0.166643753750127	3	0.08811943245464426	3	0.12184822258984469	3	0.25784880719610725	3	0.2729966119578486	3	1.057072939242434	3	0.5776191883212679	3
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_basal	0.3817514145468775	3315	0.26625610097976377	3315	0.15614367402526377	3315	0.1795859674526374	3315	0.4102337860148416	3315	0.3894834554456794	3315	1.3068719786493816	3315	0.7462175104386537	3315
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_inflammatory_T17	0.34514016561313143	18	0.23740597060971044	18	0.1414861214788259	18	0.1628362983766634	18	0.36909160963246324	18	0.33557240383358944	18	1.147000834019859	18	0.6582936636137301	18
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_proliferative	0.4019337396424504	13	0.28811535719746495	13	0.17887204463154724	13	0.19646182276397875	13	0.44266707312408177	13	0.4353730389821342	13	1.2943087747860575	13	0.7503933394803521	13
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_spinous_suprabasal	0.3763243555151589	2335	0.26235803560132853	2335	0.1539077184304467	2335	0.17499242745988947	2335	0.41999194850109944	2335	0.38777647903803314	2335	1.3207109793896292	2335	0.7539851696617998	2335
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_stress_hypoxia	0.3183397837082244	22	0.21891471144858413	22	0.13454571772733762	22	0.16250341008154431	22	0.30711632364182523	22	0.2988248279040484	22	1.04059415246689	22	0.6002832315385955	22
P1	GSM7120452	day14	lesional	False	keratinocyte	keratinocyte_unresolved	0.1934637899618937	1	0.09920271091809593	1	0.034838132339531556	1	0.07529753970017228	1	0.05735692511468226	1	0.07875921061786557	1	0.1928663046420104	1	0.10622031634461213	1
P1	GSM7120452	day14	lesional	False	mast_cell	mast_cell	0.22781771596829103	270	0.12478232973520778	270	0.06258004576675191	270	0.09012964139173542	270	0.18857394681346637	270	0.17656614780478766	270	0.8162679026591539	270	0.44258723014390244	270
P1	GSM7120452	day14	lesional	False	melanocyte	melanocyte_unresolved	0.4258700191655033	417	0.30865735354542495	417	0.1890340201293249	417	0.20748215159024316	417	0.46541572230368244	417	0.41110245795002986	417	1.1523447639314204	417	0.6961327695850344	417
P1	GSM7120452	day14	lesional	False	myeloid_monocyte	dendritic_LAMP3_CCR7	0.28093994345877327	19	0.18595410546237687	19	0.1213287687058451	19	0.14552632754064684	19	0.28506814471839903	19	0.2721413962742344	19	1.011494104499504	19	0.5967980978486196	19
