donor_id	gsm	timepoint	tissue_state	baseline_primary	cell_type	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count
P3	GSM7120458	baseline	nonlesional	True	T_cell	0.21940894685868817	19	0.14827243689471842	19	0.10226512622386846	19	0.11109377089608526	19	0.2427507915543671	19	0.24494557250349977	19	1.0614096995910587	19	0.5853666159612597	19
P3	GSM7120458	baseline	nonlesional	True	dendritic	0.24610834834779302	120	0.17103302933444076	120	0.1184320730000516	120	0.1336171725919683	120	0.3112953320828838	120	0.29439016785025146	120	1.1548026847499648	120	0.6657716515351054	120
P3	GSM7120458	baseline	nonlesional	True	endothelial	0.216000745947308	650	0.14267745232697016	650	0.09689306533816192	650	0.11587790039999804	650	0.21725374461527264	650	0.22127880364581293	650	1.0054533233359924	650	0.5479284718752543	650
P3	GSM7120458	baseline	nonlesional	True	fibroblast	0.24336098032423178	2758	0.1781893493975645	2758	0.1210563329105728	2758	0.14961838326434035	2758	0.25074944994559495	2758	0.26094211926372723	2758	1.0524410975623142	2758	0.5878036996394064	2758
P3	GSM7120458	baseline	nonlesional	True	keratinocyte	0.2299576599781205	5601	0.14392392912764462	5601	0.07709678557096021	5601	0.09712959622203067	5601	0.2143679966516126	5601	0.2039876091079691	5601	0.8800551992554486	5601	0.48130777143729797	5601
P3	GSM7120458	baseline	nonlesional	True	mast_cell	0.20339086348135318	69	0.10986866400086037	69	0.05695517212290059	69	0.08113151992032308	69	0.1589791662717285	69	0.15542129035267727	69	0.8217208212968136	69	0.436447079439812	69
P3	GSM7120458	baseline	nonlesional	True	melanocyte	0.3112262230319101	544	0.20895274918602988	544	0.12198610783551278	544	0.14045770284839668	544	0.30708445393664113	544	0.2697097662499678	544	0.9255684265283327	544	0.5356160717139994	544
P3	GSM7120458	baseline	nonlesional	True	myeloid_monocyte	0.23361136219221093	275	0.16350871416331222	275	0.11214914897175517	275	0.1306933821061977	275	0.28837540975887027	275	0.26525532148717773	275	1.0147738510082875	275	0.5887480547062058	275
P3	GSM7120458	baseline	nonlesional	True	pericyte_smooth_muscle	0.25234995386083603	1115	0.1749337027152187	1115	0.11710104426030475	1115	0.1431391307654734	1115	0.26649874008160673	1115	0.280603503530298	1115	1.128702488212225	1115	0.6195685676435381	1115
P3	GSM7120458	baseline	nonlesional	True	unassigned	0.24322332897785404	84	0.13440861398799195	84	0.06057666221951467	84	0.09375029255438132	84	0.14897409335166079	84	0.15299046682702264	84	0.6702933175169634	84	0.3708496724845618	84
P3	GSM7120459	day3	lesional	False	B_cell	0.23731614703345044	148	0.1664599011692603	148	0.11438996687997827	148	0.12809105754866956	148	0.2849932447460324	148	0.27592953321672975	148	1.1195812252079322	148	0.6254738685922704	148
P3	GSM7120459	day3	lesional	False	NK_cell	0.24351546282694078	23	0.18496169964259568	23	0.13361818990319127	23	0.13669055160320212	23	0.35060633134942143	23	0.33216871576285656	23	1.2409522960112733	23	0.7174731353123864	23
P3	GSM7120459	day3	lesional	False	T_cell	0.21952221846665762	44	0.1603930519031401	44	0.12251731681211352	44	0.12174675185527781	44	0.2906807812421952	44	0.27879329332736424	44	1.0685242305456333	44	0.6039613215740777	44
P3	GSM7120459	day3	lesional	False	dendritic	0.24902770883766776	70	0.1942603155052678	70	0.14926564588002755	70	0.15062822904614456	70	0.3760231885899436	70	0.3485904582386336	70	1.2433324778192751	70	0.7341933807881392	70
P3	GSM7120459	day3	lesional	False	endothelial	0.26810886576852294	563	0.19205554211315262	563	0.13949650325284652	563	0.15409356590632434	563	0.3032472169765949	563	0.2808446448486507	563	1.0541170069109564	563	0.59900272879457	563
P3	GSM7120459	day3	lesional	False	fibroblast	0.2934180363288986	762	0.22592579629969603	762	0.1615236752458579	762	0.1856487814363768	762	0.32831745916139704	762	0.3153188573008168	762	1.1326375205097754	762	0.6544247491892334	762
P3	GSM7120459	day3	lesional	False	keratinocyte	0.35337629518766983	5138	0.23403925252364643	5138	0.1303123286481886	5138	0.1509774756101579	5138	0.36267775841612304	5138	0.3366279082358576	5138	1.0959999296843157	5138	0.6295240238263967	5138
P3	GSM7120459	day3	lesional	False	mast_cell	0.14481890007310272	258	0.09192978627377427	258	0.05761351103834617	258	0.06584708778864172	258	0.16547774079621444	258	0.15129151138271552	258	0.7382635405754358	258	0.401811356725027	258
P3	GSM7120459	day3	lesional	False	melanocyte	0.34292774365645207	63	0.23113520661521395	63	0.13265585803788008	63	0.1568325483092867	63	0.31042019601777304	63	0.27143197536343733	63	0.7915919149425471	63	0.47760917421127114	63
P3	GSM7120459	day3	lesional	False	myeloid_monocyte	0.2601800499579654	384	0.19605428185301751	384	0.14549596258375494	384	0.15411274253662818	384	0.3607222825477549	384	0.3133463245062252	384	1.0507134806857457	384	0.6295522843111728	384
P3	GSM7120459	day3	lesional	False	pericyte_smooth_muscle	0.26901212679777553	345	0.20345646895338476	345	0.14791327731889398	345	0.1648586784903683	345	0.31894122430743027	345	0.32157052583324325	345	1.2014355767051819	345	0.6740559011723575	345
P3	GSM7120459	day3	lesional	False	unassigned	0.1854327707599166	3	0.09195563207297064	3	0.04656220813069536	3	0.07381355985942582	3	0.11237141736352789	3	0.10943356815532522	3	0.5686330903270367	3	0.30868479866531545	3
P3	GSM7120460	day14	lesional	False	B_cell	0.275057371832242	239	0.18155215585862436	239	0.1160200798242413	239	0.1385656848268774	239	0.2964041602835655	239	0.28409028985805307	239	1.0853902823934127	239	0.6171849609385491	239
P3	GSM7120460	day14	lesional	False	NK_cell	0.30035692201333	11	0.21901870747964594	11	0.14598881195396177	11	0.1613882978086009	11	0.39318101712354764	11	0.3880016437950838	11	1.3175590639326298	11	0.7762448177778672	11
P3	GSM7120460	day14	lesional	False	T_cell	0.2708709381757704	43	0.17953003991185915	43	0.11747555296418105	43	0.1317652311814493	43	0.3021633362051371	43	0.2883272677405673	43	1.1796415738243475	43	0.6594861522100754	43
P3	GSM7120460	day14	lesional	False	dendritic	0.3250659611343716	115	0.22945891451437303	115	0.15589517855207077	115	0.17411765912471874	115	0.39841610850486264	115	0.3599022738823254	115	1.198152777501363	115	0.7234033108784458	115
P3	GSM7120460	day14	lesional	False	endothelial	0.3025351580277558	686	0.2096213089485731	686	0.14566841522609858	686	0.16801267470721468	686	0.31784318997351785	686	0.2950519636242797	686	1.0929402098358127	686	0.6218461584720284	686
P3	GSM7120460	day14	lesional	False	fibroblast	0.3489631129918803	1305	0.26233091716563744	1305	0.18004695158965378	1305	0.2146542975004106	1305	0.36952946533514974	1305	0.35641785564984185	1305	1.2042465473927002	1305	0.7064926822400893	1305
P3	GSM7120460	day14	lesional	False	keratinocyte	0.380505908635956	4021	0.24943948232386443	4021	0.13716553774490972	4021	0.1591562653769958	4021	0.38212951136190976	4021	0.3492682115221635	4021	1.1116925760940575	4021	0.6421318548307391	4021
P3	GSM7120460	day14	lesional	False	mast_cell	0.22400638167103565	684	0.12815394793583998	684	0.07150538759185768	684	0.09383350580990939	684	0.19576419015538293	684	0.18117177361857403	684	0.7959735240548599	684	0.4430720062930066	684
P3	GSM7120460	day14	lesional	False	melanocyte	0.37779079919995784	41	0.25492589562452067	41	0.147545492264138	41	0.16986090029084236	41	0.3471667894901548	41	0.3013180428037197	41	0.8838396678294409	41	0.5322358230328794	41
P3	GSM7120460	day14	lesional	False	myeloid_monocyte	0.3025371919480737	489	0.21607978032297454	489	0.15091721826214566	489	0.17172274047692387	489	0.37427235809691584	489	0.31951306660211704	489	0.9877127648757513	489	0.6085813879392216	489
P3	GSM7120460	day14	lesional	False	pericyte_smooth_muscle	0.3420049232103639	311	0.24632048750778957	311	0.16977518780001463	311	0.19871665364023272	311	0.37336106697298194	311	0.37081028949314154	311	1.279935117009146	311	0.7293637782508609	311
P3	GSM7120460	day14	lesional	False	unassigned	0.23123701743656688	4	0.11992902197418474	4	0.06016777105180379	4	0.08538013765268923	4	0.14966560289992153	4	0.1379555979837207	4	0.7030242430500833	4	0.37631847416756886	4
P4	GSM7120461	baseline	lesional	True	B_cell	0.27275722229402444	66	0.18725765159132948	66	0.11924997481018305	66	0.13627592680881248	66	0.3302886521080431	66	0.32898961323547565	66	1.3732180541551995	66	0.7743848673558593	66
P4	GSM7120461	baseline	lesional	True	NK_cell	0.287315761786995	36	0.19302091979491254	36	0.12946832298165512	36	0.1438354893972464	36	0.3217209776225889	36	0.3036097067615444	36	1.2575511007508922	36	0.7091691137200239	36
P4	GSM7120461	baseline	lesional	True	T_cell	0.27697964981525014	48	0.1870447016093877	48	0.1250109165745606	48	0.14012004603303366	48	0.30899681135423535	48	0.2906302617734072	48	1.160729328269281	48	0.6545934128321393	48
P4	GSM7120461	baseline	lesional	True	dendritic	0.29950611375665015	93	0.21593501501589168	93	0.1477421607748473	93	0.16532733432106522	93	0.35876106490481974	93	0.3442359126174687	93	1.3113001509428643	93	0.7674158083816817	93
P4	GSM7120461	baseline	lesional	True	endothelial	0.33415538529066735	434	0.24160338076902224	434	0.18050879921907872	434	0.20114369895134307	434	0.3802636835513227	434	0.350835655012464	434	1.2075264207471048	434	0.6981492956420126	434
P4	GSM7120461	baseline	lesional	True	fibroblast	0.3415951637177905	1812	0.25596505851002804	1812	0.17850953436936742	1812	0.2157835779722532	1812	0.3523380592257316	1812	0.3373934448909832	1812	1.184243430897042	1812	0.6908762428362717	1812
P4	GSM7120461	baseline	lesional	True	keratinocyte	0.3420171815633193	8570	0.2260347746121012	8570	0.12713015585783088	8570	0.14898440617596329	8570	0.34404414586026305	8570	0.3212602854712757	8570	1.130875204161168	8570	0.6412042625551265	8570
P4	GSM7120461	baseline	lesional	True	mast_cell	0.2592967852629649	722	0.14022074295325665	722	0.06881445548433998	722	0.09960431333974362	722	0.19544922060463712	722	0.1803024523445469	722	0.9188910030093616	722	0.4983687725912704	722
P4	GSM7120461	baseline	lesional	True	melanocyte	0.38089064214798435	136	0.25565930613868687	136	0.1435537757392621	136	0.16493338839809527	136	0.3689804098333352	136	0.3122693269308582	136	0.9453780699842641	136	0.5616935832825829	136
P4	GSM7120461	baseline	lesional	True	myeloid_monocyte	0.2968683336326009	917	0.21419768183476715	917	0.1500840956902788	917	0.16933369297926554	917	0.3725515687518903	917	0.32982066611754735	917	1.1610328429094559	917	0.6922517103222687	917
P4	GSM7120461	baseline	lesional	True	pericyte_smooth_muscle	0.3415899168585155	289	0.2378438362108184	289	0.16563289690907118	289	0.19471199546335474	289	0.3584095959612681	289	0.3486785763193922	289	1.2798790005851683	289	0.7219987172048811	289
P4	GSM7120462	baseline	nonlesional	True	B_cell	0.31815804098518885	561	0.22349646624888084	561	0.15549860998164142	561	0.17922238048763636	561	0.3625271141716454	561	0.337147011084528	561	1.1314037210842305	561	0.6632371052260253	561
P4	GSM7120462	baseline	nonlesional	True	NK_cell	0.304429869433647	215	0.20341634443195364	215	0.13761311370291504	215	0.15406171565450041	215	0.33753759522553906	215	0.32392049843492454	215	1.3039962846357558	215	0.7394880379849331	215
P4	GSM7120462	baseline	nonlesional	True	T_cell	0.28891537652309374	622	0.194319628203081	622	0.12795353135816762	622	0.14580241576748915	622	0.31709231288796563	622	0.32362408501139245	622	1.3568658622076595	622	0.758654978659004	622
P4	GSM7120462	baseline	nonlesional	True	dendritic	0.3257922199771654	261	0.23829663224156813	261	0.16847029452957682	261	0.18448876630200964	261	0.4155126227666297	261	0.37616689608930426	261	1.2853602489942224	261	0.7637780116961121	261
P4	GSM7120462	baseline	nonlesional	True	endothelial	0.35528681145636876	746	0.25580947649004787	746	0.1807714454652834	746	0.20475653848182035	746	0.40023139766231747	746	0.38175749040426654	746	1.3292028395792261	746	0.762244727732473	746
P4	GSM7120462	baseline	nonlesional	True	fibroblast	0.35418298267311127	2425	0.2641461709388261	2425	0.17860015358911474	2425	0.21506527383029753	2425	0.37391423334638346	2425	0.36589360420349964	2425	1.246061898816263	2425	0.7218120403840852	2425
P4	GSM7120462	baseline	nonlesional	True	keratinocyte	0.29919976370399004	5785	0.19351828429631632	5785	0.10732603605026243	5785	0.12956464289003303	5785	0.2936720110260526	5785	0.27588900456270843	5785	1.147419997286677	5785	0.6324565738189155	5785
P4	GSM7120462	baseline	nonlesional	True	mast_cell	0.28756397252613425	230	0.17782656002665048	230	0.10784500991327249	230	0.1299639838386526	230	0.29455489257233164	230	0.2717354678336884	230	1.1219073172380705	230	0.6263881313468818	230
P4	GSM7120462	baseline	nonlesional	True	melanocyte	0.4113242930370912	292	0.2791236530555701	292	0.1609233436985518	292	0.18670081907304487	292	0.37941427528878036	292	0.3379449375119391	292	1.0904537848805724	292	0.6366510673164628	292
P4	GSM7120462	baseline	nonlesional	True	myeloid_monocyte	0.32869583340170055	370	0.2430085490762888	370	0.17802854959102823	370	0.19825854544544375	370	0.4167228224417507	370	0.3606446896272551	370	1.0928225768866702	370	0.6724512482479198	370
P4	GSM7120462	baseline	nonlesional	True	pericyte_smooth_muscle	0.3380075702669006	325	0.23687191657589154	325	0.15430565531348248	325	0.1867065529834535	325	0.36174454713524534	325	0.3618168103238955	325	1.3193027583859132	325	0.7420004649708688	325
P4	GSM7120462	baseline	nonlesional	True	unassigned	0.25472059276277104	5	0.15171221573397548	5	0.06915582830141108	5	0.10124322501625153	5	0.1823412220302185	5	0.19280171992812045	5	0.7779008889543774	5	0.4202809593430075	5
P4	GSM7120463	day3	lesional	False	B_cell	0.27049654276276813	185	0.17431107499005694	185	0.10527073059832963	185	0.12782243428018072	185	0.28310805113100435	185	0.2774627355661398	185	1.217650638142546	185	0.6754274746057283	185
P4	GSM7120463	day3	lesional	False	NK_cell	0.2707719547961193	36	0.17502283310176694	36	0.10605804896430293	36	0.1254064234746384	36	0.2838845232271746	36	0.2704614422634668	36	1.1683382254193022	36	0.6538302019034491	36
P4	GSM7120463	day3	lesional	False	T_cell	0.266315857927332	108	0.17275253309723482	108	0.10906719955811751	108	0.12640121428570025	108	0.26966650486677746	108	0.26978654136095387	108	1.2033771830093192	108	0.6661490825086951	108
P4	GSM7120463	day3	lesional	False	dendritic	0.3004404112042715	78	0.20811889928600863	78	0.13614441274589623	78	0.1553527307901254	78	0.3506098270329677	78	0.3330227830237746	78	1.276767818591462	78	0.7435150480869736	78
P4	GSM7120463	day3	lesional	False	endothelial	0.3216070543480954	750	0.21877744005606883	750	0.15078792600958896	750	0.1739129879868713	750	0.33288880871636295	750	0.3152382747559673	750	1.2030412276822608	750	0.679788986258661	750
P4	GSM7120463	day3	lesional	False	fibroblast	0.33560957006993325	1730	0.237251363034507	1730	0.153613224135772	1730	0.1899845886893067	1730	0.32409496229974283	1730	0.30939269063374214	1730	1.1840848614251593	1730	0.6780120670567816	1730
P4	GSM7120463	day3	lesional	False	keratinocyte	0.3960326938541966	7888	0.26270800760149804	7888	0.14457084151928862	7888	0.16495233534495596	7888	0.40539466135706104	7888	0.3743024403329342	7888	1.219314959350784	7888	0.7009250599577255	7888
P4	GSM7120463	day3	lesional	False	mast_cell	0.2298741032631862	347	0.1151396221134827	347	0.04906771784896579	347	0.08052301851827023	347	0.1464847711612133	347	0.1337823504861825	347	0.7195818215522557	347	0.3855258194717769	347
P4	GSM7120463	day3	lesional	False	melanocyte	0.3492976925915289	220	0.22917811124003204	220	0.12650467374464797	220	0.14836024848684004	220	0.3220088749487131	220	0.2746083551816565	220	0.9239770749489462	220	0.5380520427169887	220
P4	GSM7120463	day3	lesional	False	myeloid_monocyte	0.29125320559982165	1314	0.19945309656121143	1314	0.1292931760383941	1314	0.14934564795763086	1314	0.34227773061555306	1314	0.30881521560000696	1314	1.1708287513805409	1314	0.6815118549483734	1314
P4	GSM7120463	day3	lesional	False	pericyte_smooth_muscle	0.328860424570916	348	0.22056472544227396	348	0.14398359142672895	348	0.1750386115534944	348	0.3345469575452373	348	0.3241039201721044	348	1.2664806383003802	348	0.7048894673562615	348
P4	GSM7120463	day3	lesional	False	unassigned	0.13703181471443937	1	0.08399625326089961	1	0.04176835463219995	1	0.071475714635159	1	0.07844138637023908	1	0.11334999094405501	1	0.2634562208730242	1	0.1608943996687956	1
P4	GSM7120464	day14	lesional	False	B_cell	0.292413302760902	301	0.1904951762962431	301	0.11948280854739701	301	0.14497802944178512	301	0.3074843333984706	301	0.3022085544334293	301	1.1659300306220877	301	0.6632864580603488	301
P4	GSM7120464	day14	lesional	False	NK_cell	0.32430068126046924	22	0.2200993006442251	22	0.1410382868128855	22	0.15737436010285027	22	0.36622508966911566	22	0.3263074570992467	22	1.0897481367334416	22	0.6369331903305663	22
P4	GSM7120464	day14	lesional	False	T_cell	0.318872591625243	60	0.21455132079016181	60	0.1435890167779695	60	0.15802133627306425	60	0.33973859091847863	60	0.30803780266933956	60	1.0663007571026653	60	0.614973784757961	60
P4	GSM7120464	day14	lesional	False	dendritic	0.3364150044079849	142	0.2345588380942364	142	0.15959117733054462	142	0.17837806730197844	142	0.39524491302813636	142	0.3570773023640901	142	1.241602516649829	142	0.7423719598224349	142
P4	GSM7120464	day14	lesional	False	endothelial	0.3309592653662987	821	0.23189410281631115	821	0.16574029474909474	821	0.19103449245964288	821	0.34853316608750134	821	0.3355407239122942	821	1.1751303491508887	821	0.6766635236182041	821
P4	GSM7120464	day14	lesional	False	fibroblast	0.34761545037258396	2500	0.2504756603003679	2500	0.16828167804155109	2500	0.2090331262448748	2500	0.3304955489789081	2500	0.3204225736096592	2500	1.1312116694999508	2500	0.6609679362838826	2500
P4	GSM7120464	day14	lesional	False	keratinocyte	0.4091392985839288	4173	0.2694287212266913	4173	0.14805702574230203	4173	0.17270111538591393	4173	0.4014103135325527	4173	0.3730680855885811	4173	1.1341285265810228	4173	0.6607172303403376	4173
P4	GSM7120464	day14	lesional	False	mast_cell	0.25102442259134095	120	0.1336857070257199	120	0.06470632408938351	120	0.09519442751253901	120	0.18821503046364038	120	0.16953137336424634	120	0.8108113524622796	120	0.44509392197833464	120
P4	GSM7120464	day14	lesional	False	melanocyte	0.3865437779642104	80	0.25682854151899603	80	0.1479272282671132	80	0.17355705452585338	80	0.3436145891527201	80	0.29827431122318393	80	0.9011803754005975	80	0.5372199938802562	80
P4	GSM7120464	day14	lesional	False	myeloid_monocyte	0.31166260931775275	612	0.2166652689145989	612	0.14768346652544792	612	0.16982278077159615	612	0.3643388784614955	612	0.3146992452439003	612	1.0609845761523677	612	0.6419227502826421	612
P4	GSM7120464	day14	lesional	False	pericyte_smooth_muscle	0.3574782711618838	489	0.24951462418188483	489	0.1693605676592087	489	0.2040600699143382	489	0.36211184593832807	489	0.3585203945913014	489	1.2428951039732725	489	0.7101630334737027	489
P4	GSM7120464	day14	lesional	False	unassigned	0.19402966943194766	2	0.08594545073208883	2	0.028953928818480773	2	0.07366623620694365	2	0.05440454194858607	2	0.09008164748155717	2	0.18538543468500612	2	0.12291654412943644	2
P5	GSM7120465	baseline	lesional	True	B_cell	0.2610238828941602	212	0.18400264535455188	212	0.12288552128006579	212	0.13880491168948075	212	0.3269140128218591	212	0.3287657948708764	212	1.2704766489490191	212	0.7246928796867819	212
P5	GSM7120465	baseline	lesional	True	NK_cell	0.30797841361594325	43	0.2263600468904543	43	0.16032965150708786	43	0.1655433723624298	43	0.3805644322439913	43	0.3723058360963185	43	1.3459407117680258	43	0.7844672410667246	43
P5	GSM7120465	baseline	lesional	True	T_cell	0.2894568117117319	100	0.19781692686623953	100	0.13561720529218813	100	0.14455845340478488	100	0.3253841558760054	100	0.334049815529063	100	1.3282545960106134	100	0.7475520486603865	100
P5	GSM7120465	baseline	lesional	True	dendritic	0.29982806120077876	120	0.21891040683906413	120	0.16223986472288973	120	0.17347679658075582	120	0.38328429403456526	120	0.3680476129457793	120	1.2868559616739206	120	0.7618950790260192	120
P5	GSM7120465	baseline	lesional	True	endothelial	0.3269524344068366	498	0.24450159277139885	498	0.18474796573018606	498	0.20311375021647896	498	0.3916946551280146	498	0.37674551751182045	498	1.2341425272484448	498	0.7207235360549056	498
P5	GSM7120465	baseline	lesional	True	fibroblast	0.33557889129299373	2977	0.2603512933659784	2977	0.1831341431853669	2977	0.21685520781830023	2977	0.3643384861387337	2977	0.3606832818879482	2977	1.198772278796995	2977	0.7085161283659497	2977
P5	GSM7120465	baseline	lesional	True	keratinocyte	0.36108132512530816	7854	0.2438167757771185	7854	0.13938910591143655	7854	0.15852185127028676	7854	0.37674673490463867	7854	0.3553739081054448	7854	1.132093162803017	7854	0.6551004330341759	7854
P5	GSM7120465	baseline	lesional	True	mast_cell	0.2157295766416696	189	0.12245209910484021	189	0.07103504047659194	189	0.09399776627045005	189	0.1855090275076878	189	0.17724092305341355	189	0.7436499712122879	189	0.4146580043806689	189
P5	GSM7120465	baseline	lesional	True	melanocyte	0.39146471804201444	63	0.27829470726610656	63	0.16592778255276497	63	0.1897672931454587	63	0.3741117753970809	63	0.3369085260999897	63	0.9801941663169784	63	0.5929453625874208	63
P5	GSM7120465	baseline	lesional	True	myeloid_monocyte	0.29217949280023137	1835	0.21642818605453282	1835	0.15585084821905454	1835	0.17123809951229377	1835	0.3810699043624153	1835	0.34339347952108285	1835	1.1304062323854938	1835	0.6842928483697346	1835
P5	GSM7120465	baseline	lesional	True	pericyte_smooth_muscle	0.31007214391286925	363	0.22261529288673207	363	0.1592605412959419	363	0.1838617447356474	363	0.35241162164656786	363	0.35623932684852294	363	1.307414915532896	363	0.7342318617256886	363
P5	GSM7120465	baseline	lesional	True	unassigned	0.2221990806790932	1	0.09947660756824558	1	0.03194262940918092	1	0.07408538605789267	1	0.15100040071407214	1	0.1390591093152414	1	0.7773466540601709	1	0.3906020748780056	1
P5	GSM7120466	baseline	nonlesional	True	B_cell	0.3118912457487568	535	0.2192278595443028	535	0.15157756816023635	535	0.17556820518311447	535	0.3493968190012662	535	0.34380734072081076	535	1.2038062381637302	535	0.6923475269463646	535
P5	GSM7120466	baseline	nonlesional	True	NK_cell	0.2615262593000136	117	0.17124455540085431	117	0.1149959677108399	117	0.13178404571489846	117	0.27572599090462174	117	0.29191969855815403	117	1.2638082945127085	117	0.6987211972891857	117
P5	GSM7120466	baseline	nonlesional	True	T_cell	0.25689674321108236	253	0.17014824298921213	253	0.11195117702931526	253	0.12794377376299948	253	0.2778119027224383	253	0.29395082136916606	253	1.2948587744762352	253	0.714910974532225	253
P5	GSM7120466	baseline	nonlesional	True	dendritic	0.3234558555164225	94	0.23697261093377736	94	0.16548306475115937	94	0.18459213824428083	94	0.3978634803604767	94	0.372475691797196	94	1.2076954766279822	94	0.7274744088882878	94
P5	GSM7120466	baseline	nonlesional	True	endothelial	0.32978567434608386	719	0.2397772095869315	719	0.17198671642084856	719	0.19435454752142503	719	0.3766998874671041	719	0.3775223317851035	719	1.3373463732020092	719	0.7614031787727511	719
P5	GSM7120466	baseline	nonlesional	True	fibroblast	0.33924316140184657	3214	0.2527193371033376	3214	0.1667476114198394	3214	0.20439863130845928	3214	0.34342757130982565	3214	0.35616424077654923	3214	1.230581044535562	3214	0.7124481455977544	3214
P5	GSM7120466	baseline	nonlesional	True	keratinocyte	0.30597591841927185	6092	0.20461986299607574	6092	0.11608821307039957	6092	0.13917675994719755	6092	0.30522103935916606	6092	0.29355891001927953	6092	1.125508767712075	6092	0.6295602354794102	6092
P5	GSM7120466	baseline	nonlesional	True	mast_cell	0.25573253034431603	71	0.15655692587116818	71	0.09995099027271499	71	0.1221318113368905	71	0.25355796895772115	71	0.24712012599363536	71	1.0289659934560174	71	0.5698136344146131	71
P5	GSM7120466	baseline	nonlesional	True	melanocyte	0.38912600620867555	489	0.27182334130141617	489	0.1608841552627049	489	0.1863013674282975	489	0.3622570945914062	489	0.33928557720550656	489	1.1768917675236248	489	0.6801561141787763	489
P5	GSM7120466	baseline	nonlesional	True	myeloid_monocyte	0.32495811704734484	231	0.23900756942950263	231	0.17114598189858676	231	0.19151763365906296	231	0.3937370884192619	231	0.3591917426157001	231	1.0338593663154467	231	0.642476755905434	231
P5	GSM7120466	baseline	nonlesional	True	pericyte_smooth_muscle	0.3073717456156954	824	0.22073125646400768	824	0.14497809050003868	824	0.17850796789363782	824	0.3331272815014819	824	0.35794517058130115	824	1.3158141619821215	824	0.7346667860961204	824
P5	GSM7120466	baseline	nonlesional	True	unassigned	0.2213292276114865	36	0.12356373366360808	36	0.06355622698602287	36	0.09245590856038056	36	0.16266797062281885	36	0.15025473043169085	36	0.6523323972790288	36	0.3579390554678665	36
P5	GSM7120467	day3	lesional	False	B_cell	0.2624042963383453	113	0.18890887426024763	113	0.12990711620273518	113	0.1383221484081564	113	0.3369553782792678	113	0.33219234168012496	113	1.3041468102737643	113	0.7380266213082013	113
P5	GSM7120467	day3	lesional	False	NK_cell	0.2494290723367808	131	0.17891321696681903	131	0.12531512277390225	131	0.13155077997370834	131	0.3111214543475893	131	0.30428603558842743	131	1.2931484355304252	131	0.7276053186102689	131
P5	GSM7120467	day3	lesional	False	T_cell	0.24251222569271863	502	0.1706862349253819	502	0.12048688002279725	502	0.12565731694384943	502	0.30287115779113166	502	0.3026373812631246	502	1.3104623612987059	502	0.7273708382654785	502
P5	GSM7120467	day3	lesional	False	dendritic	0.26850467251097576	93	0.2074842914577286	93	0.1549672558498475	93	0.15937947898060076	93	0.39358214156444976	93	0.36259355026224493	93	1.291507833110403	93	0.7644284947414093	93
P5	GSM7120467	day3	lesional	False	endothelial	0.3326143361116517	427	0.24322460730394038	427	0.17626535948565578	427	0.19363574965214722	427	0.4038337073669603	427	0.37791168186454044	427	1.2785600403426944	427	0.7371646260481746	427
P5	GSM7120467	day3	lesional	False	fibroblast	0.3317946290084648	2180	0.24855341481441098	2180	0.16673167070512607	2180	0.19896078227240616	2180	0.35829165580727107	2180	0.3444457941798831	2180	1.1865941285090085	2180	0.6929255019198334	2180
P5	GSM7120467	day3	lesional	False	keratinocyte	0.2771475355528321	10630	0.18076585891329602	10630	0.10199470761000652	10630	0.12171146508305468	10630	0.276078231702425	10630	0.26142657537406777	10630	0.9568252210755334	10630	0.5374604121881715	10630
P5	GSM7120467	day3	lesional	False	mast_cell	0.22006447854232977	236	0.1284702925350906	236	0.07350771081524478	236	0.09258222713115327	236	0.2063734914932329	236	0.19513183158426553	236	0.8940391967927735	236	0.4890657243571898	236
P5	GSM7120467	day3	lesional	False	melanocyte	0.3947425570998473	84	0.27573075048824275	84	0.160521508459424	84	0.18499045936940298	84	0.3795142469868041	84	0.34029731798956014	84	0.9868988328097738	84	0.5930755844461302	84
P5	GSM7120467	day3	lesional	False	myeloid_monocyte	0.2764000555342729	439	0.2100633692792814	439	0.152908834085636	439	0.16175061908672134	439	0.38349635832891227	439	0.3376476579866206	439	1.1651075575263448	439	0.6965239853801529	439
P5	GSM7120467	day3	lesional	False	pericyte_smooth_muscle	0.3102447890488151	492	0.22654792406373958	492	0.16004917264918378	492	0.18195036759048486	492	0.371792426809229	492	0.36632387650708237	492	1.3080867652830104	492	0.7381798830126053	492
P5	GSM7120468	day14	lesional	False	B_cell	0.321256208088089	38	0.22928376274372156	38	0.15427431910962616	38	0.17265031021909463	38	0.39131722404198566	38	0.3701390384398157	38	1.2446149932153405	38	0.7271801297892247	38
P5	GSM7120468	day14	lesional	False	NK_cell	0.2909701407691076	7	0.20208277993192	7	0.14900659001644387	7	0.1588908600663584	7	0.3204922956790495	7	0.3363166488070744	7	1.29871606072352	7	0.7415852187735829	7
P5	GSM7120468	day14	lesional	False	T_cell	0.2664367619851384	54	0.18674142339882566	54	0.12919714300284282	54	0.14332252328176576	54	0.3059436026854853	54	0.31277400062966804	54	1.303234138366102	54	0.7287724640017053	54
