donor_id	gsm	timepoint	tissue_state	baseline_primary	cell_type	F1_CORE_mean	F1_CORE_count	F1_EXTENDED_mean	F1_EXTENDED_count	F2_CORE_mean	F2_CORE_count	F2_EXTENDED_mean	F2_EXTENDED_count	F6_CORE_mean	F6_CORE_count	F6_EXTENDED_mean	F6_EXTENDED_count	F7_CORE_mean	F7_CORE_count	F7_EXTENDED_mean	F7_EXTENDED_count
P1	GSM7120449	baseline	lesional	True	pericyte_smooth_muscle	0.3013667164861512	514	0.2271743621540991	514	0.18039062666353367	514	0.1919748308404595	514	0.3651924903287177	514	0.3562515541620641	514	1.2391199080798414	514	0.7017815141487226	514
P1	GSM7120450	baseline	nonlesional	True	B_cell	0.26415970232680475	391	0.19745592121108613	391	0.147787983612972	391	0.16592151428803897	391	0.3167646149604038	391	0.32071508429772094	391	1.1351968188059471	391	0.6450424671275041	391
P1	GSM7120450	baseline	nonlesional	True	NK_cell	0.21545502541235337	18	0.1641672145195881	18	0.12110478635750087	18	0.132577470775662	18	0.2755849897462859	18	0.2960499511122994	18	1.1794717241458523	18	0.6697438029414091	18
P1	GSM7120450	baseline	nonlesional	True	T_cell	0.20816079103869528	252	0.15808614888439326	252	0.11938044914465026	252	0.12704322335040422	252	0.26889254483808234	252	0.2849469149140609	252	1.191023319516522	252	0.6588517524916124	252
P1	GSM7120450	baseline	nonlesional	True	dendritic	0.2551913716306212	95	0.20118112529122242	95	0.1555416887584033	95	0.16534089027914245	95	0.3431570659664753	95	0.34334429313941495	95	1.199892508288906	95	0.7039827538101542	95
P1	GSM7120450	baseline	nonlesional	True	endothelial	0.28390033539379617	815	0.21921057065142513	815	0.16950862589388063	815	0.18631736660408765	815	0.3418514892493957	815	0.3462161931159628	815	1.2412015796466127	815	0.7017014877602392	815
P1	GSM7120450	baseline	nonlesional	True	fibroblast	0.30297293500264355	1576	0.23742928770145108	1576	0.1711762538847841	1576	0.20004969374335477	1576	0.3126818627372127	1576	0.32198418586059413	1576	1.1096128685307394	1576	0.638743567002561	1576
P1	GSM7120450	baseline	nonlesional	True	keratinocyte	0.3164280021160927	4015	0.22364196652500695	4015	0.13361914408950534	4015	0.1535902579386513	4015	0.3438141186006308	4015	0.3302405234474544	4015	1.266416746435866	4015	0.7045578690139606	4015
P1	GSM7120450	baseline	nonlesional	True	mast_cell	0.1974431061513087	227	0.12130944110275306	227	0.07248752714456265	227	0.08992539091790067	227	0.19346642882085743	227	0.1953358101233275	227	1.0161513906582371	227	0.5406173164707792	227
P1	GSM7120450	baseline	nonlesional	True	melanocyte	0.3875421112600002	188	0.2877478134571347	188	0.18528563436084786	188	0.20523714307578925	188	0.40534021166315665	188	0.3748535345897162	188	1.1370521174821973	188	0.6727094828028618	188
P1	GSM7120450	baseline	nonlesional	True	myeloid_monocyte	0.2420975747484776	73	0.18103204160832764	73	0.13354117960526907	73	0.14936598732909107	73	0.3124931766882802	73	0.2977091892191993	73	1.0184741886197033	73	0.5990082626982052	73
P1	GSM7120450	baseline	nonlesional	True	pericyte_smooth_muscle	0.27568592644725326	907	0.21193328897724537	907	0.15662586038445794	907	0.17614817579263037	907	0.31217242682423263	907	0.33215282199063895	907	1.1936076958651596	907	0.6691655897076009	907
P1	GSM7120450	baseline	nonlesional	True	unassigned	0.1923099225823361	20	0.12482148307915816	20	0.0715290844998875	20	0.08970446786818677	20	0.1592637421544761	20	0.16498424358320035	20	0.6635053940892301	20	0.3706305912148221	20
P1	GSM7120451	day3	lesional	False	B_cell	0.246902669384399	269	0.18388767711189238	269	0.13114927470788862	269	0.14027983747292977	269	0.33518697430582484	269	0.3321252224957063	269	1.3383364500490953	269	0.7481718315460999	269
P1	GSM7120451	day3	lesional	False	NK_cell	0.22278191433162306	14	0.16462635556697933	14	0.12394815608764062	14	0.12791927127754227	14	0.31601268411302114	14	0.3054712593607501	14	1.2146391077819338	14	0.6794228838732143	14
P1	GSM7120451	day3	lesional	False	T_cell	0.24565765414281898	125	0.18567856348251086	125	0.14360131317848995	125	0.14585704138581804	125	0.33860744223093353	125	0.33736820301043174	125	1.2524890082498303	125	0.7076174292662085	125
P1	GSM7120451	day3	lesional	False	dendritic	0.2617974104886096	115	0.20949472329783994	115	0.16231546955932233	115	0.16715740601226975	115	0.381931250240604	115	0.37268136661901957	115	1.345373857285821	115	0.793004527318224	115
P1	GSM7120451	day3	lesional	False	endothelial	0.31302095219005466	819	0.23089388224219998	819	0.17685927419984732	819	0.1927410245124148	819	0.3655819039031153	819	0.3507568205788388	819	1.2807043450592241	819	0.7293176229509273	819
P1	GSM7120451	day3	lesional	False	fibroblast	0.30895576528254665	2494	0.23691610586463352	2494	0.16793421357552726	2494	0.19675216062508913	2494	0.33433320557456814	2494	0.3287730470614242	2494	1.2067077597221223	2494	0.6918163057072085	2494
P1	GSM7120451	day3	lesional	False	keratinocyte	0.3629622984983264	6809	0.24924414090241856	6809	0.14581976107144864	6809	0.16610835666744628	6809	0.3913015354598416	6809	0.36825854314623907	6809	1.247301584022698	6809	0.7114318602609868	6809
P1	GSM7120451	day3	lesional	False	mast_cell	0.1492717048984623	351	0.08795583087665756	351	0.04995935264296604	351	0.06429089114567565	351	0.13981304433144132	351	0.13052920440920487	351	0.7319224941474833	351	0.3867600649205797	351
P1	GSM7120451	day3	lesional	False	melanocyte	0.3909457767549786	170	0.2742962428099639	170	0.1644996282374825	170	0.18810311045866054	170	0.38850368625781423	170	0.3439507292830202	170	0.9927515027987118	170	0.595498300487445	170
P1	GSM7120451	day3	lesional	False	myeloid_monocyte	0.2528845107080132	939	0.19543704735890843	939	0.14585203524499663	939	0.1558605708308551	939	0.35920677697330394	939	0.3314329676400742	939	1.2104076002596795	939	0.7079977008200329	939
P1	GSM7120451	day3	lesional	False	pericyte_smooth_muscle	0.3047160309148952	874	0.22768099261785937	874	0.17332338021358634	874	0.1887216069959	874	0.35923758971514597	874	0.35254978320232117	874	1.2571442267957031	874	0.7092508676124372	874
P1	GSM7120451	day3	lesional	False	unassigned	0.13893852969711673	1	0.0753493700959493	1	0.04074783730981951	1	0.058122352439508765	1	0.11401202486537448	1	0.13629496182997808	1	0.7973522208900317	1	0.4011887753065901	1
P1	GSM7120452	day14	lesional	False	B_cell	0.29173564475451735	796	0.1952232827626507	796	0.12761044892454051	796	0.15276948211485372	796	0.29938146526265624	796	0.29927309293310667	796	1.2204131568382188	796	0.6784026050130819	796
P1	GSM7120452	day14	lesional	False	NK_cell	0.28109960248700905	18	0.19686892027464742	18	0.137744352658543	18	0.15400089080922552	18	0.3314103929679489	18	0.3137036095881191	18	1.230507702521358	18	0.7007863624620039	18
P1	GSM7120452	day14	lesional	False	T_cell	0.2650538856841305	120	0.18714968885383787	120	0.12793836104879627	120	0.1428741704940851	120	0.3124564538014607	120	0.31574904789795305	120	1.2417863826010265	120	0.6986368282427253	120
P1	GSM7120452	day14	lesional	False	dendritic	0.29415511395887844	82	0.21621439921397176	82	0.15141035518773643	82	0.1700936016563739	82	0.3733165570065426	82	0.3572832633642904	82	1.2704831579432223	82	0.760683401921971	82
P1	GSM7120452	day14	lesional	False	endothelial	0.3125765717649017	1289	0.2153588674353986	1289	0.14915919950592768	1289	0.1729636206448302	1289	0.3209780203957177	1289	0.31813555244825303	1289	1.2391668498811312	1289	0.6936379042077623	1289
P1	GSM7120452	day14	lesional	False	fibroblast	0.3334106846324354	1996	0.24818887893818636	1996	0.16739115163594637	1996	0.20412828716613826	1996	0.3379819403785417	1996	0.3358950938591958	1996	1.161291569264863	1996	0.6720798137152014	1996
P1	GSM7120452	day14	lesional	False	keratinocyte	0.379125543429723	5707	0.2643558879648849	5707	0.1550941109015904	5707	0.1775776720729473	5707	0.4136309766567527	5707	0.3882543860859273	5707	1.3106483146414407	5707	0.7483644868753966	5707
P1	GSM7120452	day14	lesional	False	mast_cell	0.22781771596829103	270	0.12478232973520778	270	0.06258004576675191	270	0.09012964139173542	270	0.18857394681346637	270	0.17656614780478766	270	0.8162679026591539	270	0.44258723014390244	270
P1	GSM7120452	day14	lesional	False	melanocyte	0.4258700191655033	417	0.30865735354542495	417	0.1890340201293249	417	0.20748215159024316	417	0.46541572230368244	417	0.41110245795002986	417	1.1523447639314204	417	0.6961327695850344	417
P1	GSM7120452	day14	lesional	False	myeloid_monocyte	0.28146073360933754	86	0.1985310277733965	86	0.1352053082170606	86	0.15851859360241963	86	0.32719918948352744	86	0.3071685310714273	86	1.0771660340886968	86	0.6429927400630063	86
P1	GSM7120452	day14	lesional	False	pericyte_smooth_muscle	0.323331794013025	1260	0.23024993475919112	1260	0.1593830961539591	1260	0.18833506699893426	1260	0.3389707844911351	1260	0.3520548005244848	1260	1.238119964052368	1260	0.700973636596209	1260
P1	GSM7120452	day14	lesional	False	unassigned	0.2348092203238367	22	0.1314788782654517	22	0.05980558101997666	22	0.09468765501516524	22	0.16222590089732591	22	0.15444795961908656	22	0.6754743375367634	22	0.3660331120209221	22
P2	GSM7120453	baseline	lesional	True	B_cell	0.24328716412087248	661	0.16698010836493452	661	0.11309252721891713	661	0.129676383673908	661	0.2914410360785191	661	0.2898730840190207	661	1.1333847758087774	661	0.6382515288323819	661
P2	GSM7120453	baseline	lesional	True	NK_cell	0.2497169078255129	40	0.17296570128903438	40	0.11843686100092152	40	0.13175859934344708	40	0.2997547286904655	40	0.31347535453538805	40	1.2211319992900445	40	0.6957034533021899	40
P2	GSM7120453	baseline	lesional	True	T_cell	0.2532831394382393	48	0.1723553305850276	48	0.12262629896923649	48	0.1322762184735522	48	0.298965029559572	48	0.29594782817163395	48	1.069007800567883	48	0.6071786860760908	48
P2	GSM7120453	baseline	lesional	True	dendritic	0.25667454995566574	153	0.18527460844669155	153	0.1345150246614086	153	0.15043276643951903	153	0.3238392174533712	153	0.3158436430433762	153	1.1341004326236395	153	0.6712497110454066	153
P2	GSM7120453	baseline	lesional	True	endothelial	0.25826142730772406	1122	0.1808854073228985	1122	0.13285553580866846	1122	0.15162924947007694	1122	0.28173668987289796	1122	0.2752815798095258	1122	1.0385549504324125	1122	0.5878081731504036	1122
P2	GSM7120453	baseline	lesional	True	fibroblast	0.26822285033366594	2882	0.2032994461872403	2882	0.14477485433123424	2882	0.17106754408440297	2882	0.2902390124417965	2882	0.28287373912888286	2882	0.9807606375940799	2882	0.5702443819971506	2882
