# MEAN_SAMPLE_SIZE = 82975
# TOTAL_GENES = 18005
# TEST_DIRECTION = one-sided, positive (set), two-sided (covar)
# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
VARIABLE          TYPE  NGENES         BETA     BETA_STD           SE            P
F1_NULL_0347       SET     252      0.11431     0.013429     0.061958     0.032528
F1_NULL_0348       SET     252    0.0090404     0.001062     0.061014      0.44111
F1_NULL_0349       SET     252    -0.051021   -0.0059938     0.059043      0.80623
F1_NULL_0350       SET     252     0.034095    0.0040054     0.062545      0.29283
F1_NULL_0351       SET     252    -0.063442    -0.007453      0.06112      0.85036
F1_NULL_0352       SET     252    -0.066667   -0.0078318     0.062304      0.85769
F1_NULL_0353       SET     252    -0.011191   -0.0013147     0.061017      0.57276
F1_NULL_0354       SET     252    -0.056368   -0.0066219     0.060404      0.82463
F1_NULL_0355       SET     252   -0.0025265   -0.0002968     0.061778      0.51631
F1_NULL_0356       SET     252     0.066173    0.0077738     0.061611      0.14141
F1_NULL_0357       SET     252     0.022441    0.0026363     0.062786      0.36039
F1_NULL_0358       SET     252     0.067031    0.0078747     0.060984      0.13586
F1_NULL_0359       SET     252     0.057279     0.006729      0.05965      0.16847
F1_NULL_0360       SET     252      0.11808     0.013872     0.062286     0.029004
F1_NULL_0361       SET     252     -0.03575   -0.0041998     0.060115      0.72397
F1_NULL_0362       SET     252    -0.036263   -0.0042601     0.060245      0.72638
F1_NULL_0363       SET     252     -0.09231    -0.010844     0.062622      0.92976
F1_NULL_0364       SET     252    -0.035716   -0.0041958     0.062788      0.71526
F1_NULL_0365       SET     252     -0.09728    -0.011428     0.062345      0.94065
F1_NULL_0366       SET     252     0.037152    0.0043645     0.060319      0.26898
F1_NULL_0367       SET     252    -0.035904    -0.004218     0.061201      0.72128
F1_NULL_0368       SET     252     0.036952    0.0043411     0.061394      0.27363
F1_NULL_0369       SET     252     -0.11308    -0.013284     0.060301      0.96961
F1_NULL_0370       SET     252   -0.0052344  -0.00061492     0.060136      0.53468
F1_NULL_0371       SET     252    -0.082672   -0.0097121      0.06366      0.90296
F1_NULL_0372       SET     252     0.078649    0.0092396     0.062699      0.10486
F1_NULL_0373       SET     252      0.11719     0.013767     0.063564      0.03263
F1_NULL_0374       SET     252    -0.029292   -0.0034411     0.062459      0.68045
F1_NULL_0375       SET     252    -0.075932   -0.0089203     0.062372      0.88827
F1_NULL_0376       SET     252     0.084112    0.0098813     0.061535     0.085836
F1_NULL_0377       SET     252    0.0019654    0.0002309     0.059519      0.48683
F1_NULL_0378       SET     252     0.025059    0.0029439     0.064363      0.34851
F1_NULL_0379       SET     252    -0.022652   -0.0026612     0.061266      0.64421
F1_NULL_0380       SET     252     -0.12974    -0.015241     0.060792      0.98358
F1_NULL_0381       SET     252     0.053995    0.0063432     0.062102      0.19231
F1_NULL_0382       SET     252    -0.033068   -0.0038848     0.059936      0.70943
F1_NULL_0383       SET     252     -0.04065   -0.0047754     0.061405      0.74601
F1_NULL_0384       SET     252     -0.08501   -0.0099867     0.061812      0.91547
F1_NULL_0385       SET     252     0.093274     0.010958     0.061912     0.065972
F1_NULL_0386       SET     252   -0.0072334  -0.00084976     0.062434      0.54612
F1_NULL_0387       SET     252    -0.031541   -0.0037054     0.060113       0.7001
F1_NULL_0388       SET     252     0.021284    0.0025003     0.061924      0.36554
F1_NULL_0389       SET     252    -0.052066   -0.0061166     0.060207      0.80641
F1_NULL_0390       SET     252      0.13158     0.015458     0.058977     0.012842
F1_NULL_0391       SET     252    -0.060926   -0.0071575     0.061915      0.83744
F1_NULL_0392       SET     252    -0.034019   -0.0039965     0.061387      0.71027
F1_NULL_0393       SET     252    -0.067539   -0.0079343     0.059399      0.87223
F1_NULL_0394       SET     252    0.0033022   0.00038794     0.060529      0.47825
F1_NULL_0395       SET     252    -0.046586   -0.0054728     0.059621       0.7827
F1_NULL_0396       SET     252     0.042406    0.0049818     0.060773      0.24266
F1_NULL_0397       SET     252     0.028907    0.0033959     0.060377      0.31605
F1_NULL_0398       SET     252    -0.048469   -0.0056941     0.059691       0.7916
F1_NULL_0399       SET     252     0.021585    0.0025357     0.063187      0.36633
F1_NULL_0400       SET     252    0.0033907   0.00039833     0.060258      0.47756
F1_NULL_0401       SET     252    -0.069502   -0.0081649     0.060902       0.8731
F1_NULL_0402       SET     252    -0.067784   -0.0079631      0.06022      0.86983
F1_NULL_0403       SET     252    -0.060059   -0.0070556     0.060726      0.83866
F1_NULL_0404       SET     252      0.13535       0.0159     0.061161     0.013457
F1_NULL_0405       SET     252    -0.044779   -0.0052606     0.063166      0.76081
F1_NULL_0406       SET     252     0.010338    0.0012145      0.06022      0.43185
F1_NULL_0407       SET     252     0.034985    0.0041099     0.060652      0.28204
F1_NULL_0408       SET     252     0.031837    0.0037402     0.061707      0.30295
F1_NULL_0409       SET     252    -0.023247    -0.002731     0.060689      0.64916
F1_NULL_0410       SET     252    -0.084829   -0.0099655     0.060855      0.91832
F1_NULL_0411       SET     252     0.028585    0.0033581     0.062111      0.32268
F1_NULL_0412       SET     252     0.093479     0.010982     0.061776     0.065125
F1_NULL_0413       SET     252      0.04173    0.0049024     0.061891      0.25008
F1_NULL_0414       SET     252    0.0053749   0.00063143     0.061341      0.46509
F1_NULL_0415       SET     252    -0.039989   -0.0046979     0.060911      0.74425
F1_NULL_0416       SET     252    -0.020191    -0.002372     0.061118      0.62943
F1_NULL_0417       SET     252    -0.099347    -0.011671     0.062912      0.94284
F1_NULL_0418       SET     252     0.045896    0.0053918     0.061649       0.2283
F1_NULL_0419       SET     252    -0.050342    -0.005914     0.061004      0.79537
F1_NULL_0420       SET     252     0.045708    0.0053696     0.063437      0.23561
F1_NULL_0421       SET     252     -0.04526    -0.005317     0.061233      0.77008
F1_NULL_0422       SET     252     0.024203    0.0028433     0.062099      0.34836
F1_NULL_0423       SET     252    -0.024768   -0.0029097     0.059973      0.66019
F1_NULL_0424       SET     252      0.06555    0.0077006     0.060276      0.13842
F1_NULL_0425       SET     252     -0.14169    -0.016645     0.061394      0.98949
F1_NULL_0426       SET     252     0.012124    0.0014243     0.061166      0.42144
F1_NULL_0427       SET     252    -0.019394   -0.0022784     0.060783      0.62516
F1_NULL_0428       SET     252    -0.053571   -0.0062934     0.061675      0.80746
F1_NULL_0429       SET     252    -0.089289    -0.010489     0.061253      0.92753
F1_NULL_0430       SET     252     -0.14665    -0.017228     0.062605      0.99042
F1_NULL_0431       SET     252    -0.035641    -0.004187     0.061503      0.71887
F1_NULL_0432       SET     252    -0.038699   -0.0045463     0.059806      0.74121
F1_NULL_0433       SET     252     0.012218    0.0014354     0.061464      0.42122
F1_NULL_0434       SET     252    -0.034583   -0.0040627     0.060339      0.71672
F1_NULL_0435       SET     252    0.0018666   0.00021928     0.061874      0.48797
F1_NULL_0436       SET     252    -0.012381   -0.0014545     0.060559      0.58099
F1_NULL_0437       SET     252     0.097777     0.011487     0.060275     0.052391
F1_NULL_0438       SET     252    -0.041085   -0.0048266     0.058622       0.7583
F1_NULL_0439       SET     252    -0.017055   -0.0020036     0.062984      0.60672
F1_NULL_0440       SET     252     0.065043    0.0076411     0.061627      0.14562
F1_NULL_0441       SET     252    -0.023337   -0.0027416     0.062281      0.64606
F1_NULL_0442       SET     252    -0.028938   -0.0033996     0.061945       0.6798
F1_NULL_0443       SET     252    -0.021929   -0.0025762     0.061011      0.64036
F1_NULL_0444       SET     252    -0.014083   -0.0016545     0.062012      0.58983
F1_NULL_0445       SET     252     0.015559    0.0018278        0.061      0.39934
F1_NULL_0446       SET     252    -0.056664   -0.0066567     0.061386      0.82201
F1_NULL_0447       SET     252    -0.045108   -0.0052992     0.061536      0.76823
F1_NULL_0448       SET     252   -0.0089985   -0.0010571     0.061753      0.55793
F1_NULL_0449       SET     252    -0.095647    -0.011236     0.062293      0.93765
F1_NULL_0450       SET     252    -0.010763   -0.0012644     0.060874      0.57017
F1_NULL_0451       SET     252     0.023579      0.00277     0.060993      0.34953
F1_NULL_0452       SET     252   -0.0099291   -0.0011664       0.0625      0.56311
F1_NULL_0453       SET     252     0.065672     0.007715     0.061699      0.14359
F1_NULL_0454       SET     252    -0.015236   -0.0017899     0.060963      0.59868
F1_NULL_0455       SET     252    -0.042699   -0.0050161     0.060703      0.75909
F1_NULL_0456       SET     252    -0.067154   -0.0078891     0.061515       0.8625
F1_NULL_0457       SET     252     0.029385    0.0034521     0.061337      0.31595
F1_NULL_0458       SET     252     -0.07636   -0.0089706     0.060185      0.89773
F1_NULL_0459       SET     252     0.061594    0.0072359     0.061265      0.15736
F1_NULL_0460       SET     252  -0.00061128  -7.1811e-05     0.060653      0.50402
F1_NULL_0461       SET     252   -0.0033046  -0.00038822     0.061095      0.52157
F1_NULL_0462       SET     252    -0.019678   -0.0023118     0.060812      0.62688
F1_NULL_0463       SET     252     0.027195    0.0031949     0.061339      0.32875
F1_NULL_0464       SET     252   -0.0017803  -0.00020915     0.059807      0.51187
F1_NULL_0465       SET     252    -0.081857   -0.0096163     0.061184      0.90952
F1_NULL_0466       SET     252    -0.083502   -0.0098096     0.061821       0.9116
F1_NULL_0467       SET     252     0.012546    0.0014738     0.059179      0.41606
F1_NULL_0468       SET     252    -0.015746   -0.0018497     0.059472       0.6044
F1_NULL_0469       SET     252      0.04915     0.005774     0.061009      0.21024
F1_NULL_0470       SET     252   -0.0069168  -0.00081257     0.061635      0.54468
F1_NULL_0471       SET     252    -0.043648   -0.0051276     0.063252      0.75492
F1_NULL_0472       SET     252    -0.065141   -0.0076526     0.060753      0.85819
F1_NULL_0473       SET     252     0.013084    0.0015371     0.061122      0.41525
F1_NULL_0474       SET     252     0.034928    0.0041033     0.060232        0.281
F1_NULL_0475       SET     252    -0.026751   -0.0031426     0.063601      0.66297
F1_NULL_0476       SET     252   -0.0099115   -0.0011644      0.05945       0.5662
F1_NULL_0477       SET     252     0.036218    0.0042548     0.062324      0.28058
F1_NULL_0478       SET     252    -0.099937     -0.01174     0.060443      0.95087
F1_NULL_0479       SET     252    -0.016586   -0.0019485     0.062391      0.60482
F1_NULL_0480       SET     252    -0.016104   -0.0018919     0.061108      0.60393
F1_NULL_0481       SET     252     0.074438    0.0087448     0.059278      0.10461
F1_NULL_0482       SET     252     0.013509     0.001587     0.061907      0.41363
F1_NULL_0483       SET     252     0.029849    0.0035065     0.061715      0.31432
F1_NULL_0484       SET     252     0.059575    0.0069987     0.062198      0.16908
F1_NULL_0485       SET     252    -0.088533    -0.010401     0.061013      0.92661
F1_NULL_0486       SET     252       0.0205    0.0024083     0.061212      0.36885
F1_NULL_0487       SET     252      0.06933    0.0081447     0.059928      0.12367
F1_NULL_0488       SET     252    -0.072219   -0.0084841     0.064135      0.86992
F1_NULL_0489       SET     252    -0.065715     -0.00772     0.062159      0.85478
F1_NULL_0490       SET     252    -0.010714   -0.0012587     0.061459       0.5692
F1_NULL_0491       SET     252     0.017203     0.002021     0.060329      0.38777
F1_NULL_0492       SET     252    0.0072651   0.00085349     0.060371      0.45211
F1_NULL_0493       SET     252    -0.029068   -0.0034148     0.060996      0.68315
F1_NULL_0494       SET     252     0.027161    0.0031908     0.060252      0.32607
F1_NULL_0495       SET     252      0.12308     0.014459       0.0624     0.024286
F1_NULL_0496       SET     252    -0.013761   -0.0016166     0.060774      0.58956
F1_NULL_0497       SET     252     -0.09918    -0.011651     0.062892      0.94259
F1_NULL_0498       SET     252     0.011704     0.001375     0.061149      0.42411
F1_NULL_0499       SET     252     0.042598    0.0050043     0.061258      0.24341
F1_NULL_0500       SET     252        0.044    0.0051691       0.0632      0.24315
F1_NULL_0501       SET     252      0.10258     0.012051     0.061388     0.047365
F1_NULL_0502       SET     252     0.099172     0.011651     0.059442     0.047628
F1_NULL_0503       SET     252     0.059327    0.0069696     0.062319      0.17056
F1_NULL_0504       SET     252     -0.02034   -0.0023895      0.06169      0.62919
F1_NULL_0505       SET     252    -0.015418   -0.0018112     0.064456      0.59452
F1_NULL_0506       SET     252     0.021631    0.0025412     0.061747      0.36305
F1_NULL_0507       SET     252       0.0551     0.006473     0.061547      0.18533
F1_NULL_0508       SET     252     -0.10391    -0.012207      0.06274      0.95115
F1_NULL_0509       SET     252     -0.10476    -0.012307     0.063791      0.94972
F1_NULL_0510       SET     252    0.0095287    0.0011194     0.061321      0.43826
F1_NULL_0511       SET     252    0.0056875   0.00066815     0.063351      0.46423
F1_NULL_0512       SET     252    -0.015765    -0.001852     0.060597      0.60263
F1_NULL_0513       SET     252   0.00032643   3.8348e-05     0.064112      0.49797
F1_NULL_0514       SET     252     -0.07492   -0.0088014     0.062415      0.88499
F1_NULL_0515       SET     252     0.059847    0.0070306     0.059957      0.15911
F1_NULL_0516       SET     252     0.015853    0.0018624      0.06112      0.39767
F1_NULL_0517       SET     252    -0.060784   -0.0071408     0.060826      0.84117
F1_NULL_0518       SET     252     0.044811    0.0052642     0.062618      0.23712
F1_NULL_0519       SET     252     0.058911    0.0069207     0.061534       0.1692
F1_NULL_0520       SET     252    0.0035507   0.00041713     0.060882      0.47675
F1_NULL_0521       SET     252    -0.020306   -0.0023854     0.060014      0.63245
F1_NULL_0522       SET     252    -0.022473   -0.0026401     0.063462      0.63837
F1_NULL_0523       SET     252     0.058164     0.006833     0.059881       0.1657
F1_NULL_0524       SET     252    -0.032829   -0.0038567     0.060293      0.70695
F1_NULL_0525       SET     252    0.0011346   0.00013329     0.059716      0.49242
F1_NULL_0526       SET     252     0.010516    0.0012354     0.059489      0.42985
F1_NULL_0527       SET     252    -0.044886   -0.0052731     0.059583      0.77437
F1_NULL_0528       SET     252     0.012685    0.0014903     0.062675       0.4198
F1_NULL_0529       SET     252     0.090852     0.010673      0.06072     0.067304
F1_NULL_0530       SET     252     -0.02967   -0.0034855     0.059429       0.6912
F1_NULL_0531       SET     252     0.021845    0.0025663     0.061285      0.36075
F1_NULL_0532       SET     252    -0.018767   -0.0022047     0.060854      0.62111
F1_NULL_0533       SET     252     0.052179    0.0061299     0.062221      0.20085
F1_NULL_0534       SET     252    -0.064986   -0.0076344     0.062261       0.8517
F1_NULL_0535       SET     252     -0.03207   -0.0037675     0.060194       0.7029
F1_NULL_0536       SET     252      0.15304     0.017978     0.058629    0.0045276
F1_NULL_0537       SET     252     0.029748    0.0034947     0.059423      0.30832
F1_NULL_0538       SET     252      0.02522    0.0029628      0.05909      0.33476
F1_NULL_0539       SET     252   -0.0070987  -0.00083393     0.062446      0.54525
F1_NULL_0540       SET     252   -0.0047523  -0.00055829     0.062682      0.53022
F1_NULL_0541       SET     252    -0.042345   -0.0049745     0.062663       0.7504
