factor	view	feature	feature_family	feature_name	loading	abs_loading_rank_within_factor_view
F6	BLD	Reactome::Modulation by Mtb of host immune system	Reactome	Modulation by Mtb of host immune system	5.981288995826617e-05	297.0
F7	BLD	Reactome::Modulation by Mtb of host immune system	Reactome	Modulation by Mtb of host immune system	-0.35656753182411194	138.0
F8	BLD	Reactome::Modulation by Mtb of host immune system	Reactome	Modulation by Mtb of host immune system	-0.00012843321019317955	184.0
F1	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	-0.002967202803120017	389.0
F2	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	0.00020342966308817267	49.0
F3	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	0.31976795196533203	178.0
F4	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	0.22735978662967682	210.0
F5	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	0.0013723778538405895	36.0
F6	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	-7.599122000101488e-06	420.0
F7	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	0.10822964459657669	335.0
F8	BLD	Reactome::RNA Polymerase III Transcription	Reactome	RNA Polymerase III Transcription	-2.5954552256735042e-05	377.0
F1	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	-0.002967202803120017	390.0
F2	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	0.00020342966308817267	50.0
F3	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	0.31976795196533203	179.0
F4	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	0.22735978662967682	211.0
F5	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	0.0013723778538405895	37.0
F6	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	-7.599122000101488e-06	421.0
F7	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	0.10822964459657669	336.0
F8	BLD	Reactome::RNA Polymerase III Abortive And Retractive Initiation	Reactome	RNA Polymerase III Abortive And Retractive Initiation	-2.5954552256735042e-05	378.0
F1	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	-0.00586057361215353	352.0
F2	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	5.737573519581929e-05	245.0
F3	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	-0.25424957275390625	242.0
F4	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	-0.3701266646385193	114.0
F5	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	-0.0005394722102209926	134.0
F6	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	1.5286190318875015e-05	397.0
F7	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	-0.5384513735771179	47.0
F8	BLD	Reactome::FRS-mediated FGFR4 signaling	Reactome	FRS-mediated FGFR4 signaling	1.466176581743639e-05	400.0
F1	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	0.007190189324319363	327.0
F2	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	-2.606155067041982e-05	360.0
F3	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	0.33285918831825256	162.0
F4	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	0.1692311018705368	269.0
F5	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	0.00027367175789549947	238.0
F6	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	1.613141103007365e-05	394.0
F7	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	-0.0011160903377458453	450.0
F8	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in GG-NER	Reactome	Gap-filling DNA repair synthesis and ligation in GG-NER	0.0001291488006245345	181.0
F1	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.012981599196791649	248.0
F2	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-3.7602098018396646e-05	320.0
F3	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.22621804475784302	270.0
F4	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-0.1353408843278885	301.0
F5	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	2.1399851902970113e-05	418.0
F6	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	0.0001846812665462494	102.0
F7	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	0.23881280422210693	224.0
F8	BLD	Reactome::Dissolution of Fibrin Clot	Reactome	Dissolution of Fibrin Clot	-3.980233668698929e-05	356.0
F1	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	0.04286035895347595	82.0
F2	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	7.424343493767083e-05	208.0
F3	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	-0.123285673558712	347.0
F4	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	0.09633664786815643	347.0
F5	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	5.791246621811297e-06	437.0
F6	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	-7.26724392734468e-05	263.0
F7	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	0.24382169544696808	219.0
F8	BLD	Reactome::Acetylcholine regulates insulin secretion	Reactome	Acetylcholine regulates insulin secretion	-0.0001046536272042431	219.0
F1	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	-0.008598444983363152	309.0
F2	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	-2.1419145923573524e-05	372.0
F3	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.09355491399765015	379.0
F4	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	-0.06606754660606384	379.0
F5	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.00017501605907455087	296.0
F6	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	-8.697011799085885e-05	235.0
F7	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	0.04415082186460495	399.0
F8	BLD	Reactome::Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	Reactome	Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation	-1.5550203613656777e-07	450.0
F1	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-0.06443925946950912	48.0
F2	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-0.0003590775595512241	19.0
F3	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-0.6674197912216187	1.0
F4	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-0.14287909865379333	294.0
F5	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	7.52253326936625e-05	359.0
F6	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-5.155435064807534e-05	319.0
F7	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	-0.22193141281604767	233.0
F8	BLD	Hallmark::HALLMARK_INFLAMMATORY_RESPONSE	Hallmark	HALLMARK_INFLAMMATORY_RESPONSE	0.00014870974700897932	158.0
F1	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	-0.04539326950907707	74.0
F2	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	0.0001776826975401491	64.0
F3	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	-0.5528590083122253	41.0
F4	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	-0.10915791243314743	331.0
F5	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	0.0009415323147550225	64.0
F6	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	7.399282912956551e-05	255.0
F7	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	-0.4696652889251709	84.0
F8	BLD	Reactome::NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	Reactome	NF-kB activation through FADD/RIP-1 pathway mediated by caspase-8 and -10	-0.00013563083484768867	175.0
F1	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	-0.02463270165026188	146.0
F2	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	0.00016398706065956503	74.0
F3	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	0.21746070683002472	276.0
F4	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	0.029775986447930336	422.0
F5	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	0.001536936848424375	30.0
F6	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	-0.00017031321476679295	120.0
F7	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	0.03281184285879135	418.0
F8	BLD	Reactome::Deactivation of the beta-catenin transactivating complex	Reactome	Deactivation of the beta-catenin transactivating complex	3.5045343338424573e-06	429.0
F1	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	-0.0147556122392416	236.0
F2	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	1.8327544239582494e-05	383.0
F3	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	0.18109293282032013	304.0
F4	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	-0.12366118282079697	313.0
F5	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	-0.0012986625079065561	41.0
F6	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	7.125896809156984e-05	265.0
F7	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	0.1006469652056694	340.0
F8	BLD	Reactome::Downregulation of TGF-beta receptor signaling	Reactome	Downregulation of TGF-beta receptor signaling	0.0003492129035294056	31.0
F1	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	-0.05395960807800293	62.0
F2	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	0.00016477506142109632	72.0
F3	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	-0.08810561895370483	385.0
F4	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	0.4085959494113922	94.0
F5	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	5.563217564485967e-05	387.0
F6	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	-0.0003540608158800751	29.0
F7	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	0.37385350465774536	130.0
F8	BLD	Reactome::Signaling by WNT	Reactome	Signaling by WNT	-9.16532808332704e-05	238.0
F1	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	-0.06671615689992905	43.0
F2	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	1.8322400137549266e-05	384.0
F3	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	0.23321619629859924	261.0
F4	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	0.33985769748687744	132.0
F5	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	-0.0006781700649298728	106.0
F6	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	-1.3939216842118185e-05	404.0
F7	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	0.3751729428768158	128.0
F8	BLD	Reactome::Maturation of TCA enzymes and regulation of TCA cycle	Reactome	Maturation of TCA enzymes and regulation of TCA cycle	-1.436840193491662e-05	402.0
F1	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	-0.02676752582192421	136.0
F2	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	2.2145417460706085e-05	369.0
F3	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	0.13932561874389648	334.0
F4	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	-0.11404600739479065	325.0
F5	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	-6.445338658522815e-05	372.0
F6	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	0.00014505456783808768	164.0
F7	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	0.4934324324131012	76.0
F8	BLD	Reactome::Cytosolic iron-sulfur cluster assembly	Reactome	Cytosolic iron-sulfur cluster assembly	0.00043183183879591525	18.0
F1	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	0.020385870710015297	175.0
F2	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	5.2692030294565484e-05	253.0
F3	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	-0.04808169975876808	414.0
F4	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	-0.030576495453715324	421.0
F5	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	0.0011896053329110146	48.0
F6	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	-3.66258027497679e-05	350.0
F7	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	-0.09262175858020782	348.0
F8	BLD	Reactome::Type I hemidesmosome assembly	Reactome	Type I hemidesmosome assembly	9.610260894987732e-05	226.0
F1	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	0.018230728805065155	200.0
F2	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	0.00016852702538017184	69.0
F3	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	0.24574585258960724	254.0
F4	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	-0.28985461592674255	172.0
F5	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	0.0005138920387253165	142.0
F6	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	-3.831933281617239e-05	343.0
F7	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	-0.25271517038345337	209.0
F8	BLD	Reactome::Formation of WDR5-containing histone-modifying complexes	Reactome	Formation of WDR5-containing histone-modifying complexes	0.0003360457194503397	35.0
F1	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	-0.017965195700526237	203.0
F2	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	-1.644790972932242e-05	396.0
F3	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	0.33523061871528625	160.0
F4	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	0.24065172672271729	197.0
F5	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0003192514122929424	211.0
F6	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	-1.2708917893178295e-05	413.0
F7	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	-0.15945950150489807	290.0
F8	BLD	Reactome::Gap-filling DNA repair synthesis and ligation in TC-NER	Reactome	Gap-filling DNA repair synthesis and ligation in TC-NER	0.0001152768891188316	202.0
F1	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.056939497590065	56.0
F2	BLD	Reactome::RAF activation	Reactome	RAF activation	-2.070256778097246e-05	374.0
F3	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.22696080803871155	269.0
F4	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.3348909318447113	134.0
F5	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.0003611135471146554	187.0
F6	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.0001448710827389732	165.0
F7	BLD	Reactome::RAF activation	Reactome	RAF activation	0.06247676536440849	377.0
F8	BLD	Reactome::RAF activation	Reactome	RAF activation	-0.00010951497097266838	208.0
F1	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	-0.02078050561249256	172.0
F2	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	-4.52941567345988e-05	285.0
F3	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	0.3973234295845032	111.0
F4	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	-0.0758277103304863	366.0
F5	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	0.0002471408515702933	250.0
F6	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	6.368197500705719e-05	284.0
F7	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	0.6680930256843567	2.0
F8	BLD	Reactome::APOBEC3G mediated resistance to HIV-1 infection	Reactome	APOBEC3G mediated resistance to HIV-1 infection	-8.955649536801502e-05	241.0
F1	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	-0.08515852689743042	19.0
F2	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	-9.261720151698682e-06	421.0
F3	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	0.06813603639602661	405.0
F4	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	0.47001317143440247	72.0
F5	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	-0.0009007964399643242	70.0
F6	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	-0.00018890171486418694	99.0
F7	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	0.049747783690690994	389.0
F8	BLD	Reactome::Selective autophagy	Reactome	Selective autophagy	0.0003930924867745489	25.0
F1	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	0.0229787714779377	159.0
F2	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	8.169485226972029e-05	190.0
F3	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	0.24692925810813904	251.0
F4	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	-0.16816535592079163	270.0
F5	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	0.00030646927189081907	221.0
F6	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	-0.0001305144833168015	183.0
F7	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	0.2656514644622803	196.0
F8	BLD	Reactome::Metabolism of nitric oxide: NOS3 activation and regulation	Reactome	Metabolism of nitric oxide: NOS3 activation and regulation	-6.269033474382013e-05	285.0
F1	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	-0.07606921344995499	26.0
F2	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	-3.9486694731749594e-05	305.0
F3	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	-0.1475069373846054	328.0
F4	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	0.23372702300548553	204.0
F5	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	-0.0007162579568102956	94.0
F6	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	-0.00018944668408948928	96.0
F7	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	0.2490500509738922	214.0
F8	BLD	Reactome::PKR-mediated signaling	Reactome	PKR-mediated signaling	0.00011979537521256134	197.0
F1	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	-0.008494035340845585	310.0
F2	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	5.899826646782458e-05	241.0
F3	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	0.07735420018434525	396.0
F4	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	-0.3288859724998474	140.0
F5	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	0.0006888760253787041	103.0
F6	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	-0.0001221544953295961	194.0
F7	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	0.21554528176784515	237.0
F8	BLD	Reactome::Co-stimulation by CD28	Reactome	Co-stimulation by CD28	0.00014203683531377465	164.0
F1	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	0.029058052226901054	120.0
F2	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	0.00020027639402542263	51.0
F3	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	-0.39706334471702576	113.0
F4	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	-0.27443182468414307	183.0
F5	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	2.8831689633079804e-05	410.0
F6	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	4.3538373574847355e-05	330.0
F7	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	0.02680007740855217	424.0
F8	BLD	Reactome::Metal ion SLC transporters	Reactome	Metal ion SLC transporters	8.413272007601336e-05	257.0
F1	BLD	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	NOTCH4 Activation and Transmission of Signal to the Nucleus	-0.027412664145231247	128.0
F2	BLD	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	NOTCH4 Activation and Transmission of Signal to the Nucleus	1.6687448805896565e-05	394.0
F3	BLD	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	NOTCH4 Activation and Transmission of Signal to the Nucleus	-0.4672902822494507	74.0
F4	BLD	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	NOTCH4 Activation and Transmission of Signal to the Nucleus	-0.20668727159500122	230.0
F5	BLD	Reactome::NOTCH4 Activation and Transmission of Signal to the Nucleus	Reactome	NOTCH4 Activation and Transmission of Signal to the Nucleus	-0.00020742439664900303	270.0
