factor	view	feature	feature_family	feature_name	loading	abs_loading_rank_within_factor_view
F6	LS	Reactome::The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	Reactome	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	0.008492468856275082	442.0
F7	LS	Reactome::The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	Reactome	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	8.839379734126851e-05	285.0
F8	LS	Reactome::The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	Reactome	The CRY:PER:kinase complex represses transactivation by the BMAL:CLOCK (ARNTL:CLOCK) complex	-0.0002579313004389405	316.0
F1	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	0.5436186790466309	195.0
F2	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	-0.01874111406505108	279.0
F3	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	-0.01770578697323799	158.0
F4	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	-0.0009642704389989376	327.0
F5	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	0.015525720082223415	427.0
F6	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	0.06976089626550674	361.0
F7	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	6.317032966762781e-05	337.0
F8	LS	Reactome::p75 NTR receptor-mediated signalling	Reactome	p75 NTR receptor-mediated signalling	-0.00018340593669563532	355.0
F1	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	0.06521829962730408	430.0
F2	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	0.06097804754972458	88.0
F3	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	-0.007183421403169632	333.0
F4	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	-0.00165369373280555	258.0
F5	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	-0.10469474643468857	331.0
F6	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	-0.13406725227832794	294.0
F7	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	0.00020549831970129162	137.0
F8	LS	Reactome::Thyroxine biosynthesis	Reactome	Thyroxine biosynthesis	-0.0005527453031390905	192.0
F1	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	0.10510895401239395	418.0
F2	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	0.033029861748218536	197.0
F3	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	0.010565821081399918	276.0
F4	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	0.0011428729631006718	300.0
F5	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	-0.425453782081604	86.0
F6	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	-0.020348381251096725	425.0
F7	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	1.4450072740146425e-05	430.0
F8	LS	Reactome::Lysine catabolism	Reactome	Lysine catabolism	-0.00028539393679238856	311.0
F1	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	0.45847102999687195	267.0
F2	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	-0.017645124346017838	285.0
F3	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	0.016863085329532623	169.0
F4	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	-0.003021486336365342	105.0
F5	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	-0.5647031664848328	46.0
F6	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	0.30847811698913574	152.0
F7	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	0.00019192355102859437	146.0
F8	LS	Reactome::trans-Golgi Network Vesicle Budding	Reactome	trans-Golgi Network Vesicle Budding	0.0005203094333410263	205.0
F1	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	0.7144277691841125	22.0
F2	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	-0.06615739315748215	70.0
F3	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	0.01695280708372593	166.0
F4	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	-0.003135484643280506	94.0
F5	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	-0.21869337558746338	212.0
F6	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	0.013769176788628101	434.0
F7	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	-3.705475683091208e-05	391.0
F8	LS	Reactome::Transcriptional Regulation by NPAS4	Reactome	Transcriptional Regulation by NPAS4	0.0005329776322469115	203.0
F1	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	0.6598087549209595	77.0
F2	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	-0.11570601165294647	4.0
F3	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	0.014044571667909622	216.0
F4	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	0.00040359748527407646	405.0
F5	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	-0.0034592964220792055	447.0
F6	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	0.007215420715510845	445.0
F7	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	-0.00024476999533362687	98.0
F8	LS	Reactome::Differentiation of T cells	Reactome	Differentiation of T cells	0.0002721716300584376	314.0
F1	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	0.5146908164024353	224.0
F2	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	0.027604546397924423	223.0
F3	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	-0.004178040660917759	378.0
F4	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	-0.001913670334033668	224.0
F5	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	0.4681156277656555	70.0
F6	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	0.3634125292301178	113.0
F7	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	2.8568771085701883e-05	401.0
F8	LS	Reactome::G alpha (z) signalling events	Reactome	G alpha (z) signalling events	-0.0015769744059070945	23.0
F1	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	0.012203998863697052	446.0
F2	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	0.05009189248085022	115.0
F3	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	-0.0034455363638699055	385.0
F4	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	-0.0015876895049586892	266.0
F5	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	-0.09769226610660553	341.0
F6	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	-0.1474844217300415	289.0
F7	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	0.00018215770251117647	154.0
F8	LS	Reactome::Metabolism of amine-derived hormones	Reactome	Metabolism of amine-derived hormones	-0.0006614310550503433	159.0
F1	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	0.6969338655471802	35.0
F2	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	0.0001241520803887397	449.0
F3	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	-0.016366174444556236	174.0
F4	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	-0.00192911212798208	220.0
F5	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	0.21982277929782867	210.0
F6	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	0.29888516664505005	163.0
F7	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	-9.311562462244183e-05	271.0
F8	LS	Reactome::IGF1R signaling cascade	Reactome	IGF1R signaling cascade	0.0012522751931101084	47.0
F1	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.7495824098587036	9.0
F2	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.018829144537448883	278.0
F3	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.013925069011747837	219.0
F4	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.0047052474692463875	33.0
F5	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.007059625815600157	443.0
F6	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.009537799283862114	440.0
F7	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	-0.00012253253953531384	213.0
F8	LS	Reactome::EGR2 and SOX10-mediated initiation of Schwann cell myelination	Reactome	EGR2 and SOX10-mediated initiation of Schwann cell myelination	0.0011946531012654305	57.0
F1	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	-0.4741605818271637	259.0
F2	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	-0.011580994352698326	347.0
F3	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	0.02021852321922779	130.0
F4	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	-0.0013118231436237693	292.0
F5	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	-0.33509916067123413	123.0
F6	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	0.6194785833358765	29.0
F7	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	0.0002239484165329486	120.0
F8	LS	Reactome::Regulation of PD-L1(CD274) Post-translational modification	Reactome	Regulation of PD-L1(CD274) Post-translational modification	-0.0007474007434211671	135.0
F1	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.4025687575340271	298.0
F2	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	-0.0009208190604113042	438.0
F3	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.017956450581550598	152.0
F4	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	-0.00042253502761013806	401.0
F5	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	-0.3343580663204193	124.0
F6	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	0.2456531822681427	211.0
F7	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	-0.00017377905896864831	161.0
F8	LS	Reactome::JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	Reactome	JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1	-4.654928488889709e-05	427.0
F1	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	-0.38374629616737366	308.0
F2	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	0.0006542946211993694	443.0
F3	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	-0.0029323454946279526	390.0
F4	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	0.0014716614969074726	273.0
F5	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	-0.4533274173736572	78.0
F6	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	-0.09548787027597427	329.0
F7	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	6.222223601071164e-05	338.0
F8	LS	Reactome::Cholesterol biosynthesis	Reactome	Cholesterol biosynthesis	-0.00021717614436056465	337.0
F1	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	0.672614574432373	65.0
F2	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	-0.10739275068044662	14.0
F3	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	0.03335730358958244	41.0
F4	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	-0.00039239044417627156	407.0
F5	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	-0.09744061529636383	342.0
F6	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	-0.009188033640384674	441.0
F7	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	-0.0003193477459717542	55.0
F8	LS	Reactome::RUNX3 regulates NOTCH signaling	Reactome	RUNX3 regulates NOTCH signaling	0.0006845971802249551	154.0
F1	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	0.39509934186935425	300.0
F2	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	0.033685583621263504	194.0
F3	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	-0.0006105784559622407	431.0
F4	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	0.002841322449967265	120.0
F5	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	-0.1093369573354721	328.0
F6	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	0.21767333149909973	229.0
F7	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	-0.0001598708622623235	169.0
F8	LS	Reactome::Potential therapeutics for SARS	Reactome	Potential therapeutics for SARS	-0.0004113025206606835	243.0
F1	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-0.1534631997346878	398.0
F2	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-0.0026357027236372232	417.0
F3	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-0.00025474868016317487	443.0
F4	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-0.0028349612839519978	121.0
F5	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-0.6452803015708923	23.0
F6	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	0.2663774788379669	191.0
F7	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-2.266813680762425e-05	414.0
F8	LS	Reactome::Protein ubiquitination	Reactome	Protein ubiquitination	-7.195976650109515e-05	414.0
F1	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.7087485194206238	25.0
F2	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-0.1103639304637909	8.0
F3	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.0344872921705246	32.0
F4	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-0.001025172881782055	317.0
F5	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-0.10935388505458832	327.0
F6	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.14909806847572327	288.0
F7	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	-0.0002923961146734655	65.0
F8	LS	Reactome::Regulation of beta-cell development	Reactome	Regulation of beta-cell development	0.00113826640881598	64.0
F1	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	0.310719758272171	352.0
F2	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	0.012055936269462109	338.0
F3	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	0.010701719671487808	271.0
F4	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	-0.0021598716266453266	186.0
F5	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	-0.27442121505737305	161.0
F6	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	0.2633954882621765	193.0
F7	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	-4.30269974458497e-05	381.0
F8	LS	Reactome::Virus Assembly and Release	Reactome	Virus Assembly and Release	-0.0006168278632685542	173.0
F1	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.1578862965106964	395.0
F2	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.01719163917005062	290.0
F3	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	-0.012028103694319725	248.0
F4	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.0025829283986240625	141.0
F5	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	-0.21527016162872314	214.0
F6	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	0.10632246732711792	316.0
F7	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	-0.00011505171278258786	235.0
F8	LS	Reactome::Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	Reactome	Inhibition  of voltage gated Ca2+ channels via Gbeta/gamma subunits	-0.001201450708322227	53.0
F1	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	0.1578862965106964	396.0
F2	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	0.01719163917005062	291.0
F3	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	-0.012028103694319725	249.0
F4	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	0.0025829283986240625	142.0
F5	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	-0.21527016162872314	215.0
F6	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	0.10632246732711792	317.0
F7	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	-0.00011505171278258786	236.0
F8	LS	Reactome::G protein gated Potassium channels	Reactome	G protein gated Potassium channels	-0.001201450708322227	54.0
F1	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	0.1578862965106964	397.0
F2	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	0.01719163917005062	292.0
F3	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	-0.012028103694319725	250.0
F4	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	0.0025829283986240625	143.0
F5	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	-0.21527016162872314	216.0
F6	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	0.10632246732711792	318.0
F7	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	-0.00011505171278258786	237.0
F8	LS	Reactome::Activation of G protein gated Potassium channels	Reactome	Activation of G protein gated Potassium channels	-0.001201450708322227	55.0
F1	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	0.6660968661308289	70.0
F2	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	0.017102165147662163	294.0
F3	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	-0.0017773305298760533	413.0
F4	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	-0.0015566195361316204	268.0
F5	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	-0.13999761641025543	298.0
F6	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	-0.032935917377471924	408.0
F7	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	-0.0003328960156068206	50.0
F8	LS	Reactome::Signaling by NODAL	Reactome	Signaling by NODAL	2.8538290280266665e-05	441.0
F1	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	-0.08272968232631683	423.0
F2	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	-0.042320601642131805	152.0
F3	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	0.011399510316550732	262.0
F4	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	0.002358485944569111	160.0
F5	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	0.10406067967414856	332.0
F6	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	-0.49336716532707214	59.0
F7	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	-9.093913831748068e-05	277.0
F8	LS	Reactome::Class C/3 (Metabotropic glutamate/pheromone receptors)	Reactome	Class C/3 (Metabotropic glutamate/pheromone receptors)	-0.0012066119816154242	52.0
F1	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	0.6831220984458923	52.0
F2	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.05181148648262024	110.0
F3	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.019071457907557487	144.0
F4	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.0013593652984127402	286.0
F5	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.30995675921440125	136.0
F6	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	0.1236582025885582	301.0
F7	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.0002941060229204595	63.0
F8	LS	Reactome::Transcriptional Regulation by MECP2	Reactome	Transcriptional Regulation by MECP2	-0.0003973277343902737	247.0
F1	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	0.5497106313705444	189.0
F2	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	-0.010828777216374874	352.0
F3	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	-0.018321936950087547	148.0
F4	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	-0.0003442311135586351	414.0
F5	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	0.14002671837806702	297.0
F6	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	-2.9586894015665166e-05	450.0
F7	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	5.521361163118854e-05	356.0
F8	LS	Reactome::Cell death signalling via NRAGE, NRIF and NADE	Reactome	Cell death signalling via NRAGE, NRIF and NADE	-0.0003790702030528337	257.0
F1	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	-0.5692546367645264	172.0
F2	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	-0.038580529391765594	166.0
F3	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	-0.0054529947228729725	362.0
F4	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	-0.004710610490292311	32.0
F5	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	0.009121030569076538	437.0
F6	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	0.6957003474235535	17.0
F7	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	0.00013675969967152923	194.0
F8	LS	Reactome::UCH proteinases	Reactome	UCH proteinases	-0.0007865026709623635	122.0
F1	LS	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.5369884371757507	203.0
F2	LS	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.0648808628320694	72.0
F3	LS	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	-0.0003002622979693115	442.0
F4	LS	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	0.0009223285014741123	332.0
F5	LS	Reactome::Regulation of cholesterol biosynthesis by SREBP (SREBF)	Reactome	Regulation of cholesterol biosynthesis by SREBP (SREBF)	-0.4739720821380615	69.0
